,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.81,1.28,1.47,1.39,1.37,0.63,0.56,0.7,0.51,0.45,0.58,0.38,0.49,0.44,0.69
f_1,1.48,0.65,1.18,1.28,1.3,1.1,0.44,0.51,0.58,0.42,0.44,0.63,0.31,0.39,0.41,0.35
d_1,1.53,1.43,0.64,1.3,1.2,1.13,0.59,0.86,0.4,0.57,0.59,0.43,0.41,0.43,0.26,0.37
c_1,1.16,1.43,1.53,0.64,1.55,1.1,0.65,0.31,0.56,0.52,0.42,0.41,0.36,0.46,0.39,0.43
b_1,1.36,1.62,1.45,0.9,0.63,1.48,0.71,0.55,0.64,0.57,0.65,0.53,0.39,0.51,0.41,0.57
a_1,1.45,2.08,1.74,1.68,0.94,0.57,0.78,0.64,0.94,0.59,0.95,0.64,0.61,1.24,0.48,0.57
h_1,1.83,2.49,1.87,1.95,1.97,1.79,0.56,0.83,0.98,0.78,0.61,0.69,0.76,0.63,0.76,0.71
d_0,1.47,1.99,2.51,2.69,2.27,1.91,0.88,0.61,1.02,0.66,0.82,0.82,0.71,0.69,0.77,0.75
g_1,2.06,2.33,2.57,2.34,2.27,1.99,0.78,0.82,0.53,0.73,0.74,0.81,0.52,0.71,0.79,0.8
c_0,2.15,2.33,1.49,3.7,2.3,1.95,1.0,1.13,1.01,0.6,1.03,0.86,0.74,0.81,0.67,0.78
b_0,2.25,2.47,2.02,2.99,2.89,1.79,1.23,0.84,0.98,0.51,0.57,0.86,0.71,0.89,0.63,0.68
f_0,2.28,3.44,2.28,2.71,2.03,2.06,1.1,0.93,0.69,0.82,0.77,0.58,0.68,0.71,0.51,0.9
h_0,2.58,2.87,2.27,2.53,2.76,2.08,1.4,0.89,1.17,0.8,0.81,0.82,0.94,0.73,0.81,0.81
a_0,2.43,2.74,2.56,3.14,3.45,2.65,1.17,1.13,1.11,0.85,0.56,0.86,0.85,0.55,0.97,0.83
g_0,2.83,2.91,2.89,2.77,2.85,2.41,0.78,1.08,1.44,0.99,1.08,0.92,0.73,0.77,0.84,0.92
e_0,3.51,4.73,2.68,2.56,2.46,2.23,1.19,1.09,1.21,0.98,1.13,0.51,0.76,0.93,0.72,0.56
