,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.11,0.13,0.09,0.06,0.05,0.07,0.11,0.06,0.05,0.05,0.06,0.06,0.04,,0.05
f_1,0.15,0.93,0.12,0.11,0.09,0.09,0.06,0.07,0.05,0.06,0.06,,0.06,0.04,0.03,0.04
c_1,0.11,0.1,0.93,0.12,0.14,0.07,0.06,0.06,0.06,,0.06,0.06,0.07,0.04,0.04,0.05
d_1,0.11,0.09,0.08,0.93,0.12,0.07,0.08,,0.06,0.11,0.05,0.05,0.07,0.04,0.04,0.04
b_1,0.14,0.1,0.09,0.1,0.93,0.13,0.06,0.07,0.05,0.06,,0.06,0.08,0.05,0.05,0.05
a_1,0.18,0.12,0.11,0.11,0.07,0.93,0.09,0.07,0.06,0.07,0.08,0.06,0.08,,0.04,0.06
h_1,0.31,0.42,0.28,0.28,0.26,0.19,0.71,0.19,0.26,0.19,0.12,0.17,,0.11,,0.17
d_0,0.32,0.37,0.58,,0.35,0.25,0.26,0.56,0.18,0.22,0.22,0.18,0.17,0.16,0.13,0.15
g_1,0.3,0.36,0.25,0.35,0.3,0.19,0.17,0.18,0.71,0.21,0.21,0.2,0.14,,0.11,
c_0,0.43,0.38,,0.31,0.36,0.2,0.26,0.2,0.18,0.56,0.41,0.22,0.25,,0.13,0.17
b_0,0.42,0.34,0.35,0.45,,0.23,0.24,0.26,0.21,0.17,0.58,0.2,0.24,,0.16,0.14
f_0,0.36,,0.33,0.47,0.32,0.23,0.21,0.3,0.18,0.19,0.24,0.58,0.22,,,0.17
h_0,0.46,0.61,0.5,0.4,0.38,0.28,,0.39,0.39,0.29,0.21,0.29,,0.2,0.18,0.24
a_0,0.48,0.42,0.45,0.41,0.32,,0.23,0.33,,,,,0.25,0.57,,0.18
e_0,,0.43,0.49,0.4,0.34,0.4,,0.34,0.22,0.3,0.22,,0.27,,0.56,0.24
g_0,0.43,0.45,0.48,0.76,0.54,0.35,0.27,0.31,,0.31,0.31,0.37,0.31,0.22,0.21,
