,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,1.0,0.79,0.99,0.86,1.04,0.73,0.49,0.47,0.63,0.36,0.4,0.34,0.32,0.36,0.41,0.33
f_1,1.26,1.0,1.0,0.9,0.89,0.6,0.4,0.47,0.4,0.33,0.36,0.36,0.33,0.27,0.23,0.29
c_1,1.01,1.0,1.0,1.03,1.21,0.67,0.54,0.45,0.31,0.36,0.4,0.35,0.36,0.38,0.34,0.29
d_1,1.15,1.11,0.97,1.0,0.89,0.76,0.53,0.39,0.47,0.54,0.43,0.43,0.42,0.35,0.32,0.26
b_1,0.97,1.11,0.83,1.13,1.0,1.05,0.58,0.5,0.51,0.47,0.41,0.54,0.33,0.39,0.34,0.4
a_1,1.36,1.68,1.48,1.33,0.95,1.0,0.78,0.62,0.64,0.61,0.51,0.62,0.44,0.52,0.51,0.42
h_1,2.06,2.37,1.85,1.91,1.79,1.28,1.0,1.09,0.85,0.7,0.71,0.72,0.6,0.67,0.59,0.66
g_1,2.27,2.08,2.17,2.65,2.03,1.61,0.93,1.0,0.87,0.79,1.01,0.77,0.68,0.68,0.7,0.62
d_0,1.59,2.47,3.14,2.09,1.96,1.5,1.18,1.16,1.0,0.74,0.84,0.88,0.77,0.69,0.7,0.78
c_0,2.8,3.17,2.54,1.81,2.18,1.57,1.41,1.25,1.26,1.0,0.96,1.34,0.86,0.85,0.75,0.87
f_0,2.44,2.9,2.69,2.4,2.29,1.76,1.37,0.97,1.2,0.94,1.0,1.05,0.89,0.98,1.24,0.62
b_0,2.98,2.88,2.85,2.5,2.01,1.49,1.35,1.35,1.1,0.73,0.96,1.0,1.32,0.88,0.75,0.78
a_0,3.24,2.99,2.86,2.41,2.94,2.18,1.67,1.46,1.28,1.05,1.12,0.78,1.0,0.95,1.02,0.8
h_0,2.79,3.69,2.76,2.7,2.59,1.92,1.54,1.53,1.48,1.22,0.97,1.07,1.06,1.0,0.89,1.0
e_0,2.66,4.61,2.86,2.96,2.78,2.26,1.7,1.35,1.39,1.3,0.82,1.29,0.92,1.19,1.01,0.87
g_0,3.06,3.48,3.52,3.68,2.7,2.19,1.49,1.62,1.39,1.19,1.62,1.28,1.12,0.97,1.19,1.0
