,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,g_0,e_0,a_0
e_1,13287.08,3980.32,5825.21,7247.09,11819.57,45420.94,5755940.13,27074421.18,15916874.82,15495013.81,26268361.53,45920088.4,154582205.62,364441176.27,127587152.87,330135124.46
d_1,4039.71,15016.71,5544.53,4469.41,10220.6,48120.19,5456613.87,9833717.48,30426102.88,15151996.68,37539781.46,48146775.18,174622391.46,320966666.97,301707049.65,400771262.71
f_1,8191.0,4321.87,15573.1,6451.38,9391.57,50981.31,4656421.94,14362546.51,14325504.28,12627499.75,24169637.6,22485308.82,169251962.86,252299166.8,161103949.51,258194073.72
c_1,4562.9,4374.81,5460.61,16662.25,22499.74,45941.44,5727720.56,11680003.87,10506457.14,14101714.84,18264765.65,42074621.13,143341368.87,265809973.72,194906583.39,266926761.95
b_1,4708.16,5316.0,5697.84,5173.83,38166.93,104670.16,5549959.43,13932000.85,14139589.65,15145893.12,16538410.92,41207217.5,153084126.53,300395152.14,203284071.44,261081906.43
a_1,5028.33,5390.38,6096.22,5927.8,8534.77,249433.9,6435575.38,16195359.96,16600910.55,15878467.36,30476018.53,53064116.1,156454555.79,319564231.73,237223854.33,240050324.25
h_1,5050.71,5989.58,7887.59,6011.42,11542.41,55470.4,12555035.35,14869408.82,16012883.39,21357745.25,30279409.42,46721625.87,124610788.39,434275961.21,229463813.8,372513585.62
d_0,4961.54,3173.04,6657.59,11394.4,14849.8,54575.73,6686555.69,26119504.03,11200478.97,15914841.6,29428983.23,42898665.01,158290371.7,276471863.58,193868983.41,403399923.91
c_0,5239.69,7016.21,6312.54,5292.65,10319.81,58478.57,5994816.34,16945083.33,30165358.2,15130170.9,57117730.05,54845381.44,177117208.66,375437815.99,268237773.17,483988084.86
g_1,3504.74,8444.21,4911.56,6377.66,13372.86,51085.93,6138438.18,13700792.04,18607395.75,39382264.41,31713075.44,72797806.41,159373996.93,278168422.2,295888931.21,347124991.45
b_0,5029.8,6282.03,7135.03,6566.87,9253.95,45359.26,7174051.45,15196001.5,19257122.11,15600106.88,57132422.92,49915815.95,195401978.27,394130567.28,229961326.28,768994221.85
f_0,4405.15,7150.12,4116.42,6461.22,13013.23,61689.12,6694802.91,17539136.08,19761705.58,17474803.22,36802713.77,86002338.12,195130376.25,421116083.6,488536799.32,404374898.96
h_0,5492.7,6107.96,8190.99,6597.49,10818.12,52261.32,4899876.2,17247850.85,16574568.46,21614166.78,29684164.83,50411124.06,124355451.18,442762237.43,215444186.04,341313715.69
g_0,4533.37,9182.13,5233.24,6507.8,11810.42,53039.49,6327480.16,13744539.87,19065820.87,16134054.29,26922700.88,74174581.1,161896180.81,243620874.81,239711227.98,358924497.09
e_0,2726.95,6970.01,6697.38,6543.85,14013.5,65098.04,7303084.18,14102741.74,20130021.13,16776511.44,36095809.5,55321710.65,213473987.23,388453340.27,590006566.51,448407058.7
a_0,4558.36,6250.08,5825.92,7671.35,12138.41,47758.09,6076071.38,16868068.51,18935174.06,18642851.14,33361443.2,48875148.36,205401869.09,342473923.41,250358354.99,790823101.28
