,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,4.32,4.62,6.16,5.21,4.31,0.95,1.61,0.98,0.87,0.92,1.98,0.52,1.13,1.1,0.87
e_1,3.16,1.13,5.33,5.64,6.13,5.01,2.06,1.76,1.12,1.08,1.24,1.34,0.92,1.14,2.69,0.89
d_1,5.51,5.73,1.12,5.36,5.8,5.13,1.56,1.08,2.85,0.96,1.06,0.99,0.77,0.99,0.95,0.45
c_1,6.61,4.94,8.08,1.13,5.77,6.3,1.57,1.55,0.62,2.17,1.2,1.21,0.86,1.17,0.93,0.93
b_1,8.28,9.02,7.22,3.18,1.14,8.32,2.2,2.35,1.67,1.7,2.59,1.37,1.12,1.32,1.39,1.13
a_1,10.01,9.47,10.34,9.81,4.55,1.14,3.25,3.92,2.34,2.24,3.27,1.59,1.59,5.0,1.67,1.34
h_1,16.06,15.78,14.34,20.21,17.93,15.15,1.79,4.59,4.05,3.13,3.77,3.54,4.58,3.25,3.47,2.9
g_1,27.51,21.42,25.12,24.49,26.9,15.15,4.58,1.82,4.93,4.81,3.92,4.37,2.67,4.04,3.71,5.8
d_0,25.28,12.36,40.02,23.72,21.87,27.43,6.29,6.81,2.4,4.4,4.93,4.52,3.69,5.43,4.47,3.99
c_0,26.92,22.23,11.63,54.76,21.02,23.6,6.62,6.67,8.53,2.61,5.33,4.13,3.51,3.92,4.12,3.23
b_0,27.51,24.21,20.86,28.69,48.04,26.36,6.83,5.66,6.65,2.73,2.33,5.57,3.2,4.87,4.03,3.79
f_0,81.35,25.99,22.5,29.24,23.81,32.74,7.34,4.24,7.31,5.15,5.38,2.41,4.1,4.42,5.46,2.71
h_0,31.45,36.81,27.32,35.86,32.41,32.22,17.48,12.48,6.65,5.44,6.43,6.89,7.37,6.44,4.36,4.76
a_0,36.33,40.16,35.85,40.16,53.8,63.44,13.24,9.36,9.64,6.92,4.05,7.28,4.39,2.62,6.4,4.47
e_0,59.4,66.68,32.17,43.03,35.39,40.6,9.71,11.23,7.73,6.32,7.22,4.06,7.25,7.17,2.77,5.8
g_0,41.58,46.5,33.42,39.63,40.76,39.04,8.25,13.76,9.64,6.92,8.11,7.18,3.88,8.84,6.4,10.03
