,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.41,0.57,1.11,0.86,0.9,0.89,0.58,0.48,0.37,0.46,0.42,0.45,0.4,0.38,0.6,0.38
f_1,0.99,0.41,0.82,0.79,0.86,0.93,0.35,0.38,0.38,0.52,0.4,0.5,0.34,0.26,0.32,0.35
c_1,0.71,1.02,0.39,1.12,0.85,0.76,0.5,0.26,0.56,0.45,0.37,0.4,0.36,0.35,0.42,0.35
d_1,1.04,0.97,0.74,0.39,0.85,0.81,0.47,0.66,0.4,0.36,0.41,0.43,0.38,0.35,0.37,0.23
b_1,0.85,1.03,0.61,0.87,0.38,1.02,0.49,0.41,0.45,0.48,0.53,0.38,0.43,0.34,0.42,0.37
a_1,0.87,0.79,1.07,0.95,0.61,0.3,0.54,0.47,0.43,0.55,0.42,0.41,0.62,0.38,0.48,0.4
h_1,0.74,0.95,0.82,0.73,0.78,0.66,0.25,0.41,0.36,0.51,0.37,0.35,0.38,0.52,0.31,0.32
d_0,0.48,0.79,1.12,1.1,0.85,0.72,0.41,0.25,0.37,0.62,0.39,0.32,0.33,0.3,0.34,0.33
c_0,0.87,0.84,1.27,0.51,0.83,0.82,0.42,0.4,0.25,0.47,0.38,0.35,0.3,0.3,0.31,0.27
g_1,0.89,0.89,0.81,0.78,0.86,0.74,0.3,0.33,0.33,0.21,0.32,0.37,0.38,0.22,0.34,0.39
b_0,0.77,0.81,0.95,0.65,1.17,0.79,0.38,0.42,0.22,0.41,0.23,0.3,0.41,0.28,0.33,0.31
f_0,0.59,1.31,0.8,0.77,0.84,0.83,0.45,0.38,0.31,0.31,0.35,0.22,0.37,0.34,0.43,0.19
a_0,0.7,0.83,0.91,0.75,0.97,0.83,0.4,0.39,0.32,0.41,0.21,0.32,0.21,0.32,0.32,0.3
h_0,0.71,0.93,0.77,0.71,0.75,0.7,0.45,0.32,0.36,0.45,0.36,0.28,0.35,0.34,0.3,0.31
e_0,0.97,0.91,0.82,0.68,0.79,0.64,0.39,0.39,0.37,0.4,0.38,0.21,0.37,0.28,0.2,0.31
g_0,0.72,0.77,0.79,0.9,0.73,0.6,0.37,0.37,0.41,0.66,0.33,0.42,0.4,0.22,0.31,0.35
