,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,43.17,98.09,79.44,92.81,79.15,20.1,24.6,29.64,14.67,20.14,17.8,10.9,18.27,,13.07
f_1,92.42,1.15,57.8,88.51,110.65,114.33,14.62,23.81,28.35,16.65,17.09,,7.33,19.14,19.05,14.12
d_1,127.48,94.29,1.15,147.52,89.91,85.75,32.16,,16.3,16.65,15.24,23.22,13.71,13.86,20.11,7.67
c_1,105.63,119.43,147.14,1.15,70.17,93.55,32.16,9.34,38.35,,31.33,21.36,11.49,30.92,17.24,12.17
b_1,154.04,111.97,154.14,52.51,1.15,158.31,22.33,19.95,32.6,44.0,,16.18,12.88,28.71,,11.03
a_1,168.05,132.7,134.88,182.24,87.18,1.15,44.67,32.09,43.47,28.0,40.29,26.7,28.33,,,23.53
h_1,94.79,99.53,78.95,96.81,151.42,89.48,2.0,22.36,22.48,18.67,20.89,19.78,,16.75,21.29,16.05
d_0,45.09,108.58,,73.76,110.65,114.33,22.33,2.83,27.17,15.4,17.09,18.41,11.18,16.08,13.92,14.12
g_1,147.88,127.96,129.48,154.9,110.65,98.0,33.5,32.09,2.0,29.33,20.14,22.25,12.5,33.5,24.13,
c_0,84.02,83.33,70.37,,119.88,147.0,38.29,26.36,25.08,2.92,23.5,16.69,16.35,22.33,15.08,10.09
b_0,132.04,132.7,104.42,129.08,,93.55,26.8,18.92,43.47,12.57,2.94,29.67,16.35,16.75,30.17,13.07
f_0,127.48,,107.9,134.7,82.2,121.06,40.2,25.45,19.18,20.53,22.56,2.97,18.48,21.16,20.11,16.05
h_0,80.37,99.53,101.16,96.81,79.92,70.97,,17.57,23.29,30.8,20.14,17.8,,15.46,14.48,23.53
a_0,127.48,223.94,190.41,163.05,179.81,,53.6,29.52,34.32,32.42,17.62,35.6,25.0,2.98,,23.53
e_0,,170.62,119.89,134.7,,,40.2,27.33,50.15,47.38,40.29,16.18,26.56,,3.32,19.61
g_0,184.85,132.7,129.48,110.64,99.21,114.33,21.73,23.81,,22.0,18.19,35.6,13.28,33.5,18.1,
