,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,100.88,70.64,92.92,138.83,166.93,520.34,12215.49,19294.7,36973.95,27736.38,33377.84,70163.09,96781.54,125246.76,142443.8,312229.35
f_1,90.23,110.48,89.73,112.07,146.86,466.51,10395.35,16625.45,25034.13,26991.35,33589.81,51588.6,82142.89,101529.61,130856.09,272826.9
d_1,58.46,72.08,136.6,87.52,144.59,464.95,10784.81,16137.27,19137.48,38928.52,36235.07,64213.07,83776.77,110262.2,148832.42,277246.21
c_1,51.9,64.73,85.14,151.5,211.51,465.47,10530.13,15706.11,17781.17,17310.89,21866.41,58245.44,75448.38,94691.01,138517.69,245228.5
b_1,49.61,59.45,79.04,73.49,205.62,651.0,9273.42,14030.54,17455.94,19701.85,19751.92,56956.91,54827.07,93734.44,124602.3,255473.17
a_1,37.08,42.07,52.91,56.65,69.25,538.15,6998.69,10503.18,12256.98,16179.55,17860.56,34961.0,46753.27,66399.35,97824.91,176444.01
h_1,15.26,21.39,25.54,27.03,37.01,103.12,3613.75,5051.82,5319.01,6422.18,7527.38,16285.93,20518.11,23771.82,38904.87,87245.63
g_1,12.3,13.81,25.85,23.12,31.48,96.79,2235.2,5220.85,5110.08,5941.73,6600.87,18139.88,18151.89,25424.47,34595.49,52473.31
d_0,11.32,13.51,17.39,31.71,35.61,100.67,2289.69,3516.73,5562.26,4347.41,5804.34,13306.04,17312.76,23707.23,32922.19,61845.8
c_0,12.44,14.44,16.33,20.86,29.06,87.12,2204.56,3336.71,5050.3,6477.36,9623.4,13776.38,21574.78,23959.82,30601.07,59648.49
b_0,11.78,13.78,16.02,22.4,25.6,76.17,2100.46,3205.65,4509.89,4211.26,7339.06,12524.05,25306.64,22674.49,29453.7,55130.53
f_0,8.03,10.25,14.45,16.06,21.17,78.35,1531.69,2403.88,3780.64,4262.63,4437.36,12915.98,14474.52,18787.03,37874.79,43738.41
a_0,9.13,10.89,12.62,14.02,20.81,58.08,1506.77,2281.75,2903.99,3397.64,4035.71,8577.83,14615.46,16582.53,23684.31,39089.57
h_0,7.99,11.48,12.35,14.04,18.7,59.51,1243.46,2188.04,2799.48,3308.55,4139.54,7454.0,9751.2,12812.36,22626.48,40888.09
e_0,6.6,9.06,10.42,11.58,17.83,53.95,1281.14,1947.83,2417.03,2739.91,3383.16,6001.39,9240.26,11971.03,23328.57,32900.1
g_0,5.46,6.81,11.39,9.82,13.21,40.73,988.94,1527.74,1864.19,2654.87,2861.36,7958.39,7728.44,10086.19,16495.28,25852.55
