,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,5.99,2.46,1.8,2.57,2.07,1.84,8.08,9.0,18.52,10.66,10.6,12.0,10.68,17.59,15.43,9.82
f_1,3.45,6.05,2.32,2.22,1.96,2.32,8.49,6.64,10.02,8.71,10.59,5.67,10.29,14.49,17.32,7.38
d_1,2.12,2.5,6.47,1.92,2.18,2.44,8.26,8.8,6.48,18.86,12.37,11.02,11.26,16.49,15.87,11.28
c_1,2.13,2.37,2.15,6.66,4.0,1.91,7.48,7.36,10.17,5.63,7.12,10.02,10.76,15.63,14.77,12.06
b_1,2.04,2.21,2.26,2.19,7.97,4.44,6.88,7.18,8.01,9.03,5.89,9.78,9.53,15.19,14.23,11.79
a_1,1.91,2.38,2.23,2.73,2.01,11.7,9.06,9.24,10.34,10.25,11.5,10.53,6.48,18.54,15.16,14.51
h_1,2.52,3.17,2.32,2.79,2.51,1.77,17.2,12.04,10.4,10.89,11.11,11.0,11.8,13.22,21.72,13.91
g_1,2.12,1.88,3.81,2.49,2.23,2.59,9.22,19.42,8.04,11.82,10.54,19.19,10.9,16.46,13.54,15.54
d_0,2.12,2.48,2.03,4.4,2.27,2.36,8.54,8.91,17.86,7.0,10.39,13.22,10.3,16.55,18.02,14.44
c_0,2.26,2.78,3.0,2.01,1.78,2.45,8.48,10.39,10.83,18.91,22.29,14.58,15.31,19.55,17.34,12.99
b_0,2.31,2.75,2.8,2.8,1.61,2.56,8.62,9.57,10.51,10.93,20.8,13.33,24.2,19.68,20.6,13.94
f_0,1.8,1.98,2.96,2.84,2.4,2.71,11.0,11.1,12.07,12.15,12.04,21.89,14.34,20.07,17.41,29.06
a_0,2.22,2.57,3.4,2.57,2.35,1.48,9.78,8.99,10.22,10.12,12.97,12.57,24.27,16.83,21.85,13.78
h_0,2.18,3.4,2.81,2.49,2.32,2.39,6.7,10.13,9.76,9.82,10.99,9.93,13.16,12.03,22.27,11.93
g_0,2.23,2.33,3.67,2.29,2.51,2.13,8.72,8.35,10.98,12.1,11.67,18.56,13.86,18.48,14.46,14.29
e_0,1.59,2.8,2.59,2.98,2.85,3.02,9.97,9.19,11.51,11.1,10.3,12.51,12.12,15.79,20.13,29.75
