,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,0.88,1.04,0.83,1.01,0.69,0.91,0.57,0.57,0.51,0.64,0.71,0.58,,0.68
f_1,1.36,1.0,1.0,1.22,1.03,0.99,0.49,0.68,0.69,0.57,0.61,,0.46,0.54,0.54,0.55
d_1,1.13,1.0,1.0,0.75,0.86,0.78,0.81,,0.69,0.99,0.75,0.52,0.64,0.46,0.63,0.47
c_1,0.96,0.82,1.34,1.0,1.27,0.93,0.81,0.5,0.75,,0.62,0.67,0.71,0.62,0.51,0.42
b_1,1.2,0.97,1.17,0.79,1.0,1.23,0.74,0.8,0.61,0.6,,0.72,0.61,0.57,0.56,0.6
a_1,0.99,1.01,1.28,1.08,0.81,1.0,1.0,0.86,0.77,0.77,0.99,0.67,0.81,,,0.79
h_1,1.46,2.05,1.24,1.24,1.35,1.0,1.0,0.94,0.95,0.81,1.05,0.86,,0.91,0.59,0.81
d_0,1.1,1.47,,2.01,1.25,1.16,1.06,1.0,0.95,1.08,1.02,0.99,0.96,0.69,0.91,0.97
g_1,1.75,1.46,1.44,1.33,1.63,1.31,1.06,1.05,1.0,0.87,0.88,1.24,0.82,0.84,0.71,
c_0,1.76,1.76,1.01,,1.67,1.3,1.24,0.93,1.15,1.0,1.31,0.9,0.83,0.78,1.05,0.81
b_0,1.96,1.63,1.33,1.6,,1.01,0.95,0.98,1.13,0.77,1.0,0.9,1.03,1.52,0.99,1.0
f_0,1.55,,1.92,1.5,1.39,1.5,1.16,1.01,0.81,1.11,1.12,1.0,0.83,1.08,,0.72
h_0,1.4,2.17,1.56,1.41,1.64,1.24,,1.04,1.22,1.2,0.98,1.21,,0.69,0.97,1.19
a_0,1.72,1.85,2.18,1.63,1.77,,1.1,1.44,1.19,1.28,0.66,0.93,1.44,1.0,,1.03
e_0,,1.85,1.58,1.96,1.78,,1.69,1.1,1.41,0.95,1.01,,1.03,,1.0,1.17
g_0,1.48,1.82,2.15,2.38,1.67,1.26,1.23,1.03,,1.23,1.0,1.39,0.84,0.97,0.86,
