,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.42,1.31,1.18,1.27,0.99,0.43,0.59,0.44,0.47,0.44,0.56,0.3,0.42,0.37,0.41
e_1,0.84,0.66,1.36,1.29,1.45,1.25,0.69,0.66,0.65,0.57,0.5,0.61,0.41,0.45,0.67,0.43
d_1,1.43,1.38,0.65,1.37,1.29,1.24,0.55,0.41,0.73,0.49,0.46,0.42,0.35,0.41,0.46,0.27
c_1,1.29,1.29,1.52,0.64,1.55,1.06,0.68,0.59,0.29,0.59,0.44,0.45,0.37,0.45,0.43,0.37
b_1,1.57,1.38,1.48,0.88,0.61,2.02,0.76,0.71,0.58,0.63,1.05,0.6,0.5,0.51,0.51,0.47
a_1,2.11,1.79,1.62,2.08,0.8,0.56,0.8,0.78,0.64,0.71,0.86,0.58,0.59,0.95,0.62,0.48
h_1,2.22,1.71,1.96,2.08,1.62,1.53,0.58,1.04,0.79,0.69,0.75,0.66,0.78,0.62,0.74,0.69
g_1,2.33,2.06,2.09,2.37,2.11,1.86,0.68,0.55,0.75,0.64,0.75,0.91,0.54,0.71,0.67,0.67
d_0,2.47,1.4,2.76,2.8,2.09,2.03,0.97,1.21,0.62,0.79,0.83,0.7,0.66,0.82,0.82,0.68
c_0,2.39,2.03,1.41,3.46,2.22,1.87,1.11,1.06,1.06,0.59,1.06,0.83,0.74,0.89,0.67,0.7
b_0,2.42,2.16,2.05,3.35,2.49,1.85,0.98,0.93,0.81,0.47,0.58,0.74,0.63,0.98,0.73,0.69
f_0,3.69,2.01,2.24,2.67,2.15,2.06,1.09,0.78,1.07,0.81,0.84,0.57,0.77,0.79,0.91,0.44
h_0,2.94,2.34,2.42,2.62,2.82,2.27,1.32,1.16,1.01,0.74,0.87,0.82,0.94,0.8,0.72,0.8
a_0,2.77,2.62,2.46,2.8,3.43,2.68,1.3,1.21,0.99,0.83,0.56,0.94,0.75,0.57,0.97,0.71
e_0,3.6,3.17,2.27,3.11,2.81,2.11,1.17,1.14,0.88,1.03,0.95,0.57,0.91,0.77,0.54,0.65
g_0,3.08,2.51,2.84,2.93,2.66,2.86,0.96,1.41,0.98,0.87,1.02,1.0,0.64,0.84,0.9,1.0
