,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,10928.83,1130.48,1508.03,1922.82,3457.18,9487.08,1436797.07,3072269.04,7721977.09,1154692.6,9285133.25,10689378.4,42776351.71,39074953.0,39327579.93,78476032.25
e_1,804.53,12095.01,1309.25,2755.14,3866.58,16757.26,1129149.22,2761733.96,3907148.88,12126400.78,7770011.29,9489561.84,46460481.47,41517038.01,9011745.6,65933664.01
f_1,1054.73,2145.3,13117.99,2762.42,3929.35,11894.84,967225.04,2439355.11,3749992.44,5182683.29,7751536.8,2459709.24,45951482.05,26714859.7,27890420.45,43493874.33
c_1,1210.34,1276.87,1224.63,28797.92,7133.66,13228.7,1374723.35,2595661.1,678125.35,6042537.73,5047060.24,9967790.87,40129658.95,17908622.78,19987722.73,79157745.56
b_1,1174.36,1078.37,1342.99,2079.6,52736.43,28506.72,1377386.92,2791198.47,3772546.42,5480843.68,2179368.32,8928779.23,28388876.22,21188826.6,45122886.11,70703437.11
a_1,1077.5,1301.21,1410.32,2321.56,2690.04,261140.34,1138066.76,3418791.91,3443155.23,7390254.02,6959875.92,12312999.82,54981229.57,11419270.46,43254337.15,71251263.08
h_1,1900.89,1634.79,2964.47,4090.92,7083.52,25723.61,8158542.17,6412813.91,6907139.46,11632402.48,12404050.34,17056756.3,18986919.63,47259768.81,82587093.26,154299457.4
g_1,3336.15,1819.04,1208.38,5183.8,6760.37,23472.8,1644463.66,24396587.63,6256926.47,6892576.14,12261119.22,22781759.1,74814936.15,73507737.0,69547774.3,52762704.81
c_0,2317.75,2390.48,2462.45,2075.48,6223.23,25001.73,1948882.12,5483252.27,17848127.65,11719027.6,25934093.53,17503757.23,91475001.6,77958277.18,71294696.91,134711857.21
d_0,513.66,1992.15,2633.75,8938.07,7470.67,21494.96,2184112.67,5490394.25,5694733.33,29700537.97,11301373.89,18306389.28,75802786.28,54505577.96,73193244.09,111546378.94
b_0,2563.92,2497.38,2706.79,3446.39,1704.08,20996.63,2208816.6,4826796.51,8537362.29,10495982.84,40045869.02,15281795.49,82101841.48,142074188.53,64444000.16,157946702.96
f_0,2437.04,1630.01,764.69,4763.16,7344.27,33442.51,2809030.61,6752344.23,8039031.69,10287717.89,12738719.24,50375684.04,89137884.87,61715329.73,147187020.04,113024467.0
h_0,2467.92,1962.54,3277.83,4608.99,8304.7,12635.82,649178.93,6132308.56,6898876.72,9825678.64,9490739.89,12490933.34,23316647.1,69523205.47,46100017.22,144645421.29
a_0,2245.79,1957.65,2553.36,4753.37,6242.18,9411.74,2678058.61,4992951.3,9797685.79,11497592.08,13458555.24,18827853.55,85500615.43,222896713.85,70435724.66,121827460.86
e_0,2577.39,646.0,2469.0,5357.81,6545.06,26706.83,2782297.17,4775151.78,7768741.15,12380541.71,13289379.24,16246516.9,88980675.2,65485411.14,277873281.68,135026203.15
g_0,3616.24,1675.71,2092.6,4000.96,5737.55,24640.23,2123475.34,2436301.93,7043089.51,9199826.5,9940169.1,26473119.06,67468863.61,58183901.88,56064414.44,49133524.06
