,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,1.75,1.85,1.99,1.99,1.98,0.34,0.61,0.42,0.35,0.3,0.93,0.2,0.32,0.33,0.33
e_1,1.09,0.44,2.24,2.41,2.02,1.79,0.81,0.59,0.41,0.43,0.43,0.59,0.36,0.43,0.8,0.39
d_1,2.26,2.71,0.42,1.96,2.11,1.89,0.54,0.34,1.03,0.44,0.4,0.39,0.28,0.46,0.47,0.17
c_1,2.42,1.75,2.54,0.4,2.07,2.06,0.75,0.66,0.23,0.83,0.49,0.37,0.28,0.43,0.43,0.3
b_1,2.87,2.09,2.38,1.14,0.39,2.43,0.65,0.99,0.51,0.57,1.84,0.46,0.45,0.53,0.59,0.34
a_1,3.41,3.13,3.02,3.73,1.24,0.32,0.9,0.79,0.71,0.64,0.69,0.52,0.44,1.63,0.61,0.52
h_1,3.2,3.8,2.43,3.2,3.56,2.92,0.35,1.02,0.74,0.63,0.6,0.61,0.74,0.68,0.57,0.55
g_1,4.14,3.97,3.19,3.86,3.92,4.6,0.74,0.31,0.84,0.7,0.66,0.63,0.35,0.58,0.61,0.61
d_0,3.79,1.86,7.54,4.57,4.96,3.83,1.45,1.7,0.39,0.67,0.78,0.7,0.59,0.78,0.72,0.72
c_0,4.11,3.47,2.09,10.77,4.19,3.4,1.22,1.26,1.22,0.4,0.73,0.8,0.58,0.85,0.66,0.53
b_0,3.87,4.0,3.53,5.28,8.96,3.91,1.05,1.42,0.79,0.41,0.38,0.81,0.58,0.8,0.58,0.6
f_0,8.05,3.93,3.5,4.2,4.44,4.68,1.26,0.74,0.89,0.7,0.78,0.34,0.63,1.01,0.61,0.35
h_0,4.56,3.91,3.61,4.46,5.54,3.81,2.37,1.32,0.92,0.89,0.93,0.84,0.98,0.83,0.77,0.6
a_0,4.49,4.72,4.06,4.96,10.14,9.39,1.37,1.5,0.86,0.71,0.48,0.89,0.67,0.32,1.0,0.67
e_0,6.68,7.49,4.18,5.0,4.71,3.76,1.45,1.16,1.26,0.91,1.01,0.46,0.67,1.04,0.32,0.8
g_0,5.31,4.78,4.53,5.83,5.71,4.14,1.07,2.1,1.08,0.88,0.99,0.99,0.56,1.27,0.94,0.97
