,e_1,d_1,f_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,113.64,48.92,52.66,85.94,94.19,273.49,8303.76,9113.52,28212.56,16747.07,22800.86,33883.95,104860.24,95277.71,95938.58,211169.57
d_1,53.73,124.0,62.5,60.93,83.55,238.82,9444.95,8758.21,10663.75,25438.07,22174.29,30676.2,78629.55,97814.47,118851.11,187318.31
f_1,73.38,49.89,123.66,73.47,84.23,248.11,6217.96,8644.29,13442.37,15355.39,19009.49,22191.73,88848.56,95980.61,106326.62,206795.14
c_1,44.47,54.44,56.74,150.82,127.62,184.8,6947.2,8619.06,12166.45,7709.38,13185.47,21233.54,85309.36,80070.8,107210.82,149076.26
b_1,41.01,50.66,48.93,51.29,178.17,411.42,8400.28,8566.59,13790.92,13683.75,9052.88,22989.64,75170.32,55480.46,96589.92,158824.25
a_1,30.6,39.9,31.5,46.88,39.6,450.61,4620.01,6893.03,9412.89,9907.53,14117.44,22039.89,66984.45,30723.7,77861.58,139612.27
h_1,12.63,13.38,20.75,18.77,18.09,75.14,3615.17,2925.86,4124.17,4005.8,5359.59,7389.87,19535.89,20813.3,28435.31,59489.03
g_1,10.42,19.17,14.15,17.85,20.62,51.32,2019.82,4121.74,3195.87,4643.56,4910.39,10036.5,21058.05,17616.72,33511.36,39008.04
d_0,8.4,10.03,12.96,26.97,18.25,48.89,1753.96,2283.33,4907.2,3070.86,4589.73,6828.25,21732.67,17872.57,29038.15,39558.62
c_0,10.91,11.58,12.35,13.48,17.13,63.07,1940.55,2201.61,3344.72,4964.38,7439.63,7297.09,22186.84,19785.53,29964.18,39491.48
b_0,8.86,11.91,12.4,17.87,13.9,50.2,1672.28,2074.52,2990.53,2612.28,6108.57,6783.68,18463.59,28297.41,24884.01,35817.47
f_0,7.95,11.21,7.58,14.98,13.92,47.14,1650.0,1565.51,2962.35,2582.58,3508.26,8241.46,20100.24,14175.18,39982.72,30661.46
h_0,5.43,8.58,9.59,10.14,11.71,26.74,833.07,1490.34,2011.39,1846.13,2559.22,3392.22,9587.73,11125.24,15762.87,31424.55
a_0,5.77,6.42,7.25,10.68,12.63,25.86,1229.34,1494.78,1926.61,1770.96,2626.23,4645.97,13469.95,18216.26,17340.74,24620.47
e_0,3.37,7.87,7.74,9.13,9.05,22.32,1117.57,945.02,1866.15,1865.05,2475.02,2954.5,13119.3,10909.34,24256.86,23384.03
g_0,4.63,7.58,5.75,8.06,8.2,25.5,759.54,640.75,1530.79,1648.44,2282.72,4564.55,9152.77,9757.56,11728.82,15521.66
