,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,0.99,1.15,0.81,0.72,1.01,0.73,0.53,0.73,,0.55,0.7,0.7,0.6,0.46,0.54
f_1,1.01,1.0,1.44,0.74,0.91,0.85,0.53,0.77,0.71,0.72,0.63,,0.54,0.47,0.67,0.56
e_1,0.87,0.69,1.0,1.05,0.88,0.93,0.75,0.83,0.56,0.88,0.65,0.76,0.65,0.64,,0.67
c_1,1.24,1.35,0.96,1.0,1.38,0.87,0.81,0.73,,0.46,0.38,0.69,0.51,0.72,0.55,0.55
b_1,1.38,1.1,1.14,0.72,1.0,1.12,0.87,0.88,0.8,0.7,,0.58,0.45,0.63,0.47,0.62
a_1,0.99,1.17,1.08,1.15,0.9,1.0,1.0,0.64,0.78,0.66,0.81,0.79,,0.68,0.84,0.84
h_1,1.36,1.9,1.33,1.23,1.14,1.0,1.0,1.11,1.1,0.79,0.91,0.69,0.8,,0.69,0.93
g_1,1.89,1.29,1.2,1.37,1.13,1.56,0.9,1.0,0.88,1.04,1.11,1.07,0.77,0.96,1.0,
c_0,1.38,1.42,1.77,,1.24,1.28,0.91,1.14,1.0,1.19,1.23,0.78,0.98,0.8,0.88,0.85
d_0,,1.39,1.14,2.18,1.42,1.51,1.26,0.96,0.84,1.0,1.0,1.08,1.11,0.9,0.83,0.59
b_0,1.81,1.58,1.54,2.64,,1.23,1.1,0.9,0.81,1.0,1.0,1.01,1.05,0.91,,0.84
f_0,1.42,,1.32,1.45,1.73,1.27,1.46,0.94,1.29,0.93,0.99,1.0,0.87,0.81,1.39,0.85
a_0,1.44,1.85,1.55,1.98,2.23,,1.25,1.3,1.02,0.9,0.95,1.15,1.0,0.97,,0.86
h_0,1.66,2.15,1.55,1.4,1.6,1.48,,1.05,1.26,1.11,1.09,1.23,1.03,,0.75,1.01
e_0,2.16,1.49,,1.81,2.13,1.19,1.45,1.0,1.13,1.2,,0.72,,1.34,1.0,0.96
g_0,1.87,1.8,1.5,1.81,1.62,1.19,1.07,,1.17,1.69,1.2,1.18,1.16,0.99,1.04,
