,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.94,1.27,1.01,0.99,0.85,0.84,1.01,0.87,1.01,0.94,0.86,0.83,0.94,0.74,1.06
d_1,1.06,1.0,1.03,0.91,0.95,0.98,1.11,0.86,1.25,1.06,1.03,1.02,0.9,1.03,1.03,0.75
e_1,0.79,0.96,1.0,1.13,1.03,1.08,1.03,1.16,0.98,1.42,0.98,1.22,1.11,1.02,1.12,1.1
c_1,1.0,1.08,0.88,1.0,1.39,0.86,0.95,0.97,0.8,0.7,0.83,0.88,1.06,0.83,0.95,1.01
b_1,1.01,1.04,0.98,0.71,1.0,1.41,1.15,0.95,1.08,1.04,1.11,1.01,1.08,1.03,1.14,1.17
a_1,1.18,1.02,0.92,1.16,0.72,1.0,1.19,1.07,1.1,0.88,1.17,1.08,1.21,1.05,1.03,1.07
h_1,1.19,0.92,0.94,1.02,0.85,0.87,1.0,1.22,1.0,0.92,1.11,0.93,1.2,1.08,0.94,1.23
g_1,0.98,1.18,0.84,1.05,1.05,0.88,0.81,1.0,0.94,0.92,0.98,1.21,0.76,0.98,0.96,0.98
c_0,1.21,0.81,1.0,1.22,0.9,0.87,1.03,1.06,1.0,1.18,1.31,1.11,1.06,1.06,0.98,1.02
d_0,0.97,1.0,0.71,1.43,0.98,1.05,1.08,1.07,0.83,1.0,1.16,0.97,0.98,0.97,0.94,1.09
b_0,1.05,0.97,1.01,1.26,0.98,0.8,0.9,1.03,0.76,0.87,1.0,0.96,1.1,1.51,0.9,0.92
f_0,1.06,1.0,0.84,1.14,0.98,0.91,1.07,0.81,0.91,1.1,1.03,1.0,1.12,1.08,1.56,0.78
h_0,1.17,1.1,0.95,0.94,0.89,0.82,0.83,1.29,0.94,0.95,0.91,0.88,1.0,0.94,0.95,1.15
a_0,1.09,0.94,1.0,1.17,1.03,1.04,0.93,0.97,0.95,1.02,0.7,0.93,1.07,1.0,0.96,1.1
e_0,1.35,0.94,1.01,1.08,0.88,0.99,1.06,1.07,1.03,1.01,1.08,0.64,1.06,1.14,1.0,0.94
g_0,0.96,1.39,0.88,0.93,0.84,0.92,0.81,1.0,0.93,0.91,1.02,1.23,0.87,0.93,1.11,1.0
