,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.12,3.71,3.81,4.18,3.96,3.58,0.86,1.45,0.73,0.75,0.76,1.5,0.39,0.68,0.79,0.65
e_1,2.33,1.11,4.43,4.89,5.03,5.06,1.28,1.49,0.92,0.95,0.89,1.16,0.62,0.97,2.03,0.71
d_1,4.89,5.99,1.12,4.68,5.29,4.32,1.54,0.8,0.83,2.36,0.86,0.9,0.65,0.83,0.76,0.41
c_1,5.27,4.0,6.24,1.13,4.52,5.01,1.38,1.74,1.81,0.55,1.13,1.18,0.85,0.97,1.13,0.7
b_1,6.81,5.53,6.2,3.13,1.12,5.6,1.93,1.64,1.58,1.2,2.82,1.27,0.79,1.17,1.36,0.89
a_1,10.14,9.67,7.52,8.01,4.42,1.14,2.8,2.33,2.07,2.36,2.25,1.37,1.34,4.29,1.9,1.53
h_1,15.95,16.0,15.14,16.99,15.18,12.7,1.73,5.86,3.22,3.03,2.97,3.06,4.93,3.19,2.97,2.34
g_1,20.12,26.52,16.35,18.3,20.09,15.52,3.62,1.76,3.75,4.93,3.75,4.07,2.41,4.24,2.95,3.81
c_0,23.5,22.05,10.45,31.88,20.84,20.58,5.32,4.4,2.32,6.69,4.52,4.85,3.38,4.15,4.58,2.91
d_0,20.54,10.65,39.4,22.41,21.32,18.2,6.29,11.71,4.46,2.39,4.49,3.84,3.55,3.9,3.68,3.02
b_0,26.88,23.55,18.47,29.45,29.71,19.72,5.74,4.93,2.32,4.68,2.27,3.78,3.27,4.2,4.35,2.83
f_0,47.85,26.33,21.51,24.35,25.62,22.81,8.43,3.93,4.43,6.84,5.28,2.19,3.99,5.94,4.19,2.41
h_0,32.43,28.09,30.56,30.02,25.86,29.58,11.48,8.41,5.23,5.83,6.13,5.05,6.76,4.95,5.84,4.1
a_0,37.02,28.09,30.56,35.54,42.97,45.07,8.7,9.37,5.45,6.49,3.56,6.49,4.51,2.54,5.38,4.1
e_0,57.71,48.0,37.16,29.73,37.74,30.53,8.43,8.52,6.72,7.48,6.06,2.89,5.17,8.98,2.32,4.1
g_0,39.24,37.18,34.42,42.36,45.79,36.4,9.1,12.86,7.42,9.09,7.4,8.42,5.11,7.15,7.88,8.65
