,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.42,0.72,1.33,1.36,1.24,1.09,0.4,0.42,0.26,0.25,0.27,0.29,0.25,0.17,0.38,0.21
f_1,1.02,0.42,1.11,1.49,1.02,1.17,0.27,0.39,0.23,0.25,0.24,0.33,0.25,0.12,0.23,0.19
d_1,1.58,1.34,0.41,1.15,1.16,1.02,0.33,0.22,0.24,0.48,0.23,0.23,0.24,0.16,0.2,0.11
c_1,0.97,1.21,1.64,0.41,1.38,0.97,0.31,0.32,0.37,0.14,0.26,0.26,0.21,0.18,0.24,0.18
b_1,1.35,1.6,1.28,0.69,0.4,1.34,0.39,0.37,0.36,0.27,0.52,0.27,0.28,0.18,0.24,0.19
a_1,1.87,1.54,1.61,1.58,0.85,0.33,0.48,0.53,0.37,0.38,0.43,0.34,0.55,0.28,0.28,0.25
h_1,1.87,2.12,1.83,1.99,2.06,1.93,0.31,0.54,0.4,0.43,0.44,0.41,0.41,0.39,0.39,0.32
g_1,2.19,2.52,2.34,2.58,2.51,2.41,0.56,0.28,0.47,0.54,0.5,0.53,0.5,0.27,0.52,0.43
c_0,2.75,2.68,1.39,4.16,2.4,2.89,0.75,0.74,0.31,0.8,0.46,0.52,0.54,0.34,0.44,0.31
d_0,1.47,2.27,3.87,2.76,2.74,2.46,0.86,1.02,0.56,0.33,0.62,0.63,0.47,0.37,0.55,0.44
b_0,2.61,2.52,2.04,4.38,2.99,2.02,0.69,0.75,0.28,0.61,0.29,0.48,0.55,0.41,0.45,0.37
f_0,2.82,4.17,2.39,2.7,2.78,2.78,0.81,0.43,0.5,0.5,0.5,0.31,0.48,0.44,0.46,0.22
a_0,2.65,2.62,2.87,4.09,3.43,4.15,0.87,0.94,0.48,0.72,0.3,0.76,0.29,0.47,0.58,0.59
h_0,2.99,3.25,2.99,3.02,3.07,2.61,1.14,0.98,0.61,0.73,0.59,0.6,0.62,0.65,0.52,0.43
e_0,4.3,4.2,2.92,3.14,3.0,3.32,1.18,0.83,0.64,0.71,0.72,0.35,0.67,0.48,0.29,0.35
g_0,3.59,3.93,2.91,3.32,3.13,3.08,0.7,1.0,0.62,0.72,0.68,0.62,0.58,0.38,0.6,0.55
