,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.44,2.26,1.5,1.71,1.57,1.56,3.04,3.25,3.79,3.16,3.26,2.95,4.06,3.7,3.2,4.35
e_1,1.54,2.5,1.58,2.11,1.6,1.55,3.41,3.43,5.35,3.48,3.86,4.02,4.65,3.97,3.66,4.67
d_1,1.73,1.67,2.53,1.44,1.64,1.7,3.39,2.99,2.77,5.47,4.09,3.73,4.58,3.93,4.18,4.39
c_1,1.56,1.43,1.76,2.7,2.59,1.85,2.94,3.03,2.95,3.13,3.01,3.56,4.38,3.33,3.67,4.18
b_1,1.7,1.55,1.69,1.56,2.84,2.72,3.23,2.98,3.35,3.83,3.29,3.67,4.65,3.1,3.97,4.49
a_1,1.85,1.76,1.79,1.65,1.42,3.24,3.56,3.79,3.72,3.87,3.75,3.74,4.65,3.76,3.74,5.01
h_1,2.16,1.71,1.72,1.8,1.65,1.46,4.26,3.84,3.65,3.38,3.93,3.82,4.34,3.77,4.43,5.7
g_1,1.52,1.67,2.21,1.8,1.73,1.55,3.08,4.73,3.57,3.72,3.85,5.17,3.98,4.08,4.17,4.83
d_0,1.63,1.55,1.57,2.66,1.96,1.61,3.11,3.33,4.49,2.68,3.29,3.68,4.74,3.82,4.07,4.54
c_0,1.85,1.79,1.59,1.79,1.51,1.56,3.71,3.62,4.31,4.39,5.83,4.03,5.18,4.71,4.46,5.12
b_0,1.91,1.75,1.7,1.84,1.62,1.63,3.43,3.65,3.84,3.33,4.77,3.98,4.81,6.51,4.03,4.74
f_0,1.71,1.48,1.83,1.77,1.82,1.93,3.33,3.03,3.74,4.23,3.72,4.93,5.09,3.97,6.66,4.95
h_0,1.96,1.66,1.86,1.73,1.62,1.71,3.04,3.91,3.38,3.64,3.7,3.63,4.24,4.29,3.42,5.85
a_0,1.71,1.61,1.75,1.93,2.11,1.41,3.86,3.79,3.87,3.75,3.45,4.38,4.68,5.46,4.68,4.52
e_0,1.79,1.42,1.77,1.94,1.79,1.74,3.41,3.54,3.66,4.05,4.19,3.54,5.68,3.94,5.38,5.3
g_0,1.7,1.56,2.21,1.67,1.71,1.61,3.11,2.94,3.28,3.84,3.73,4.62,4.6,4.26,4.21,4.22
