,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,102.94,58.45,64.9,148.89,163.41,447.71,8079.32,13666.11,21996.98,40427.75,38822.78,59160.76,99630.96,141801.01,149556.3,259624.53
f_1,88.2,104.84,66.91,123.78,155.97,444.73,6563.66,12373.21,20695.08,25626.09,36649.28,36852.64,86841.61,116264.88,96988.44,243403.69
d_1,60.45,65.58,113.77,93.49,166.87,438.69,7632.98,11989.82,35643.42,20228.03,37836.91,51221.46,87762.93,130545.03,165268.96,253137.8
c_1,46.7,50.08,63.43,176.83,198.5,388.44,5886.12,9162.23,11513.21,17329.83,25991.31,39091.47,70600.36,94887.02,123863.47,216655.2
b_1,43.8,46.94,49.77,76.07,224.42,620.76,6363.83,9658.36,17086.04,18388.61,18030.87,38834.81,49497.57,106139.52,115660.92,185025.76
a_1,33.01,34.46,36.42,66.55,66.95,547.79,4445.74,7452.67,13586.33,14068.82,19403.38,26871.22,42337.79,84636.75,79282.72,146627.54
h_1,15.15,22.48,19.85,31.61,32.56,112.18,2779.19,4162.0,6324.6,6056.71,8973.5,13227.29,23796.76,30637.67,40627.95,83000.12
g_1,13.09,13.77,19.82,29.19,31.84,91.97,1577.49,4131.1,5458.09,5705.6,7943.3,15283.47,19428.0,30494.61,40545.09,52943.17
c_0,12.07,13.51,12.68,22.73,28.63,73.75,1575.8,2566.35,5837.05,5069.26,11056.45,10796.2,19666.31,28082.82,34983.13,53686.74
d_0,9.76,11.82,10.04,38.53,30.73,72.3,1414.81,2368.27,3231.99,6079.09,6583.35,9559.44,17101.53,26830.87,31022.64,52658.63
b_0,9.62,11.63,12.69,21.61,21.78,57.44,1519.55,2262.4,3213.08,3911.49,7930.54,8494.34,27049.41,25389.03,28133.73,47086.78
f_0,7.76,10.76,10.64,18.47,22.57,66.54,1246.83,1710.7,3594.95,3949.77,6525.28,10222.25,15767.86,23034.46,47694.08,42717.14
a_0,7.25,8.0,8.89,15.94,20.93,49.22,1116.43,1577.36,3092.91,2834.81,4086.77,6993.78,15767.77,19139.19,21288.23,28277.97
h_0,6.15,9.27,8.73,14.73,19.22,46.31,808.2,1718.52,2630.97,2782.24,3694.93,5067.08,10822.17,12755.62,18074.84,34647.84
e_0,5.04,9.04,6.84,11.76,17.88,54.48,924.29,1184.56,2348.12,2395.86,3953.26,3881.66,9834.58,16159.94,25307.89,29174.09
g_0,4.56,5.92,8.17,10.48,15.14,39.21,687.58,1023.34,2181.12,1850.6,3607.31,6437.23,10109.06,12036.71,15566.71,22371.93
