,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.65,0.69,1.07,0.92,0.97,0.79,0.45,0.45,0.34,0.42,0.37,0.42,0.33,0.29,0.35,0.29
f_1,1.02,0.65,0.95,0.88,0.92,0.85,0.34,0.38,0.33,0.44,0.35,0.36,0.3,0.23,0.27,0.28
c_1,0.81,1.0,0.64,1.2,1.0,0.81,0.45,0.25,0.41,0.43,0.37,0.35,0.31,0.29,0.35,0.29
d_1,1.06,1.15,0.89,0.63,0.94,0.8,0.44,0.44,0.4,0.33,0.36,0.36,0.33,0.29,0.29,0.2
b_1,0.99,1.09,0.73,1.07,0.63,1.1,0.47,0.36,0.46,0.41,0.38,0.35,0.36,0.32,0.34,0.31
a_1,1.27,1.29,1.22,1.28,0.8,0.56,0.57,0.53,0.44,0.57,0.43,0.44,0.53,0.36,0.47,0.4
h_1,1.59,1.8,1.71,1.53,1.47,1.31,0.53,0.65,0.52,0.7,0.57,0.55,0.51,0.56,0.45,0.45
d_0,1.19,1.54,2.17,1.98,1.73,1.4,0.77,0.55,0.58,0.89,0.6,0.58,0.55,0.53,0.56,0.52
c_0,1.94,1.92,2.17,1.21,1.76,1.66,0.84,0.84,0.53,0.77,0.68,0.67,0.57,0.51,0.52,0.43
g_1,1.79,2.02,1.73,1.86,1.63,1.52,0.68,0.62,0.62,0.51,0.6,0.64,0.57,0.41,0.58,0.53
b_0,2.04,1.91,2.1,1.51,2.01,1.92,0.82,0.84,0.46,0.79,0.52,0.62,0.69,0.49,0.61,0.53
f_0,1.66,2.19,1.97,1.95,1.94,1.67,0.9,0.74,0.59,0.63,0.7,0.52,0.68,0.57,0.72,0.39
a_0,2.01,1.99,2.42,1.92,2.31,1.88,0.92,0.83,0.68,0.93,0.48,0.71,0.51,0.63,0.59,0.6
h_0,2.0,2.29,1.99,1.94,1.99,1.89,1.11,0.76,0.74,0.95,0.74,0.67,0.65,0.65,0.67,0.65
e_0,2.51,2.7,2.19,2.01,2.02,1.69,0.98,0.85,0.79,0.81,0.77,0.48,0.73,0.6,0.53,0.58
g_0,2.27,2.23,2.26,2.37,2.12,1.7,0.9,0.87,0.83,1.07,0.76,0.84,0.73,0.51,0.6,0.64
