,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.63,0.06,0.07,0.09,0.06,0.09,0.24,0.28,0.75,0.39,0.36,0.33,0.65,0.35,,0.51
f_1,0.12,5.88,0.07,0.1,0.07,0.09,0.3,0.28,0.32,0.4,0.31,,0.71,0.4,0.33,0.55
d_1,0.08,0.09,6.29,0.06,0.09,0.08,0.23,0.26,,0.61,0.43,0.41,0.69,0.33,0.32,0.54
c_1,0.06,0.08,0.07,6.81,0.16,0.08,0.32,0.25,0.38,,0.35,0.36,0.51,0.38,0.43,0.71
b_1,0.08,0.09,0.08,0.08,7.19,0.13,0.34,0.27,0.37,0.34,,0.33,0.66,,0.43,0.57
a_1,0.07,0.08,0.08,0.08,0.05,10.53,0.33,0.27,0.47,0.4,0.33,0.38,0.64,,,
h_1,0.28,0.46,0.27,0.28,0.25,0.23,14.85,1.84,1.1,1.29,1.02,1.25,,1.5,1.54,3.18
g_1,0.18,0.22,0.47,0.19,0.32,0.24,1.17,16.9,1.35,1.52,1.33,2.95,1.86,1.03,1.31,
d_0,0.39,0.37,,0.72,0.38,0.5,1.36,1.16,11.9,1.59,1.99,2.04,3.27,1.65,2.04,1.89
c_0,0.37,0.38,0.39,,0.24,0.27,1.78,1.57,1.7,12.19,4.37,1.51,2.53,2.55,1.86,2.34
b_0,0.38,0.38,0.38,0.36,,0.35,1.32,0.92,2.17,2.15,14.24,2.3,2.98,3.22,1.8,2.26
f_0,0.43,,0.48,0.48,0.39,0.32,1.77,0.89,2.16,1.82,2.3,13.35,2.0,1.59,4.34,2.32
h_0,0.54,0.85,0.6,0.53,0.54,0.43,,2.46,2.58,3.07,2.36,2.94,,3.05,2.33,7.23
a_0,0.39,0.48,0.35,0.3,,,1.88,1.45,1.04,2.46,1.66,1.59,2.44,21.38,,
e_0,,0.28,0.36,0.28,0.3,,1.77,2.8,2.21,1.67,1.27,2.49,4.2,,19.23,3.42
g_0,0.65,0.48,0.85,0.48,0.89,,1.54,,2.67,2.8,2.0,4.36,4.1,,4.23,
