,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.91,0.56,0.28,0.3,0.25,0.13,0.25,0.29,0.25,0.21,0.24,0.12,0.28,0.17,0.11,0.18
e_1,0.43,0.9,0.26,0.32,0.27,0.18,0.29,0.5,0.24,0.21,0.3,0.21,0.32,0.17,0.14,0.21
d_1,0.38,0.34,0.9,0.23,0.26,0.18,0.28,0.2,0.55,0.24,0.29,0.26,0.3,0.22,0.17,0.26
c_1,0.33,0.3,0.28,0.9,0.52,0.2,0.25,0.25,0.15,0.16,0.17,0.22,0.26,0.17,0.17,0.21
b_1,0.32,0.32,0.27,0.32,0.9,0.36,0.29,0.28,0.24,0.21,0.18,0.24,0.29,0.12,0.16,0.25
a_1,0.37,0.32,0.36,0.31,0.24,0.88,0.31,0.28,0.27,0.26,0.23,0.22,0.28,0.13,0.19,0.21
h_1,0.53,0.31,0.37,0.36,0.24,0.17,0.61,0.29,0.27,0.32,0.28,0.22,0.21,0.23,0.19,0.31
d_0,0.4,0.3,0.21,0.62,0.31,0.19,0.33,0.49,0.21,0.26,0.25,0.24,0.34,0.2,0.18,0.22
c_0,0.45,0.4,0.35,0.31,0.21,0.19,0.33,0.27,0.51,0.27,0.55,0.22,0.32,0.28,0.19,0.27
g_1,0.35,0.34,0.52,0.34,0.28,0.17,0.28,0.29,0.29,0.59,0.3,0.38,0.33,0.18,0.18,0.19
b_0,0.46,0.34,0.38,0.38,0.17,0.2,0.31,0.35,0.29,0.22,0.5,0.21,0.36,0.41,0.17,0.23
f_0,0.31,0.23,0.41,0.37,0.32,0.22,0.39,0.28,0.36,0.26,0.35,0.5,0.34,0.25,0.43,0.3
h_0,0.52,0.37,0.34,0.32,0.27,0.23,0.21,0.29,0.28,0.34,0.3,0.24,0.24,0.16,0.17,0.32
a_0,0.44,0.36,0.37,0.37,0.31,0.12,0.37,0.3,0.33,0.28,0.33,0.24,0.35,0.44,0.18,0.25
e_0,0.41,0.25,0.36,0.38,0.3,0.24,0.36,0.26,0.33,0.26,0.33,0.21,0.38,0.23,0.4,0.3
g_0,0.38,0.28,0.55,0.32,0.23,0.21,0.33,0.25,0.33,0.2,0.34,0.37,0.32,0.21,0.23,0.23
