,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.91,0.35,0.4,0.27,0.24,0.17,0.24,0.49,0.22,0.25,0.29,0.26,0.27,0.22,0.12,0.21
f_1,0.59,0.9,0.31,0.3,0.22,0.14,0.23,0.3,0.2,0.28,0.27,0.14,0.25,0.18,0.12,0.22
c_1,0.29,0.34,0.9,0.28,0.5,0.18,0.24,0.27,0.19,0.11,0.16,0.22,0.26,0.17,0.18,0.23
d_1,0.34,0.36,0.23,0.91,0.24,0.18,0.28,0.19,0.27,0.5,0.34,0.25,0.29,0.23,0.2,0.24
b_1,0.28,0.33,0.31,0.29,0.9,0.41,0.28,0.25,0.21,0.25,0.15,0.21,0.32,0.14,0.2,0.24
a_1,0.32,0.4,0.36,0.3,0.24,0.89,0.31,0.27,0.18,0.24,0.28,0.23,0.3,0.12,0.22,0.23
h_1,0.32,0.51,0.37,0.35,0.28,0.17,0.61,0.27,0.29,0.23,0.27,0.22,0.26,0.2,0.24,0.34
d_0,0.35,0.35,0.63,0.18,0.32,0.2,0.33,0.51,0.22,0.2,0.25,0.24,0.29,0.17,0.2,0.22
g_1,0.37,0.29,0.3,0.59,0.24,0.15,0.32,0.23,0.59,0.32,0.3,0.36,0.25,0.2,0.23,0.21
c_0,0.44,0.38,0.27,0.38,0.19,0.18,0.31,0.31,0.27,0.49,0.51,0.25,0.32,0.25,0.21,0.28
b_0,0.37,0.36,0.4,0.4,0.21,0.14,0.29,0.31,0.24,0.31,0.5,0.25,0.32,0.42,0.25,0.29
f_0,0.31,0.3,0.4,0.35,0.29,0.21,0.35,0.32,0.28,0.34,0.33,0.49,0.32,0.23,0.43,0.29
h_0,0.34,0.5,0.34,0.41,0.22,0.17,0.25,0.27,0.32,0.32,0.29,0.27,0.25,0.21,0.22,0.37
a_0,0.41,0.36,0.35,0.38,0.3,0.11,0.3,0.33,0.25,0.32,0.26,0.27,0.3,0.43,0.23,0.27
e_0,0.29,0.42,0.41,0.33,0.28,0.21,0.37,0.28,0.26,0.3,0.28,0.29,0.39,0.2,0.44,0.3
g_0,0.3,0.38,0.31,0.53,0.27,0.19,0.26,0.25,0.2,0.31,0.3,0.39,0.4,0.21,0.25,0.23
