,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.54,0.75,0.65,0.9,0.66,0.53,0.98,0.9,0.81,1.4,0.92,0.82,0.83,0.98,0.54,0.87
f_1,1.09,1.53,0.66,0.8,0.58,0.64,0.77,0.73,0.86,0.86,0.76,0.58,0.81,0.78,0.61,0.78
d_1,0.72,0.85,1.55,0.59,0.76,0.59,0.95,0.75,1.39,0.56,0.95,0.81,0.71,0.87,0.72,0.82
c_1,0.67,0.63,0.82,1.55,1.25,0.58,0.81,0.65,0.43,0.72,0.61,0.89,0.56,0.85,0.76,0.82
b_1,0.75,0.92,0.76,0.57,1.58,1.04,0.87,0.77,0.91,0.83,0.76,0.79,0.69,0.96,0.83,0.86
a_1,0.86,0.74,0.91,0.91,0.6,1.74,1.03,0.99,0.87,0.94,1.05,0.94,0.6,1.07,0.72,0.98
h_1,0.83,1.23,1.0,1.08,0.93,0.75,1.73,1.2,1.01,1.0,1.15,0.96,0.95,0.95,0.87,1.48
g_1,0.83,0.93,1.38,1.19,0.92,0.69,1.19,1.85,1.13,1.04,1.12,1.61,1.02,1.03,1.08,0.98
c_0,1.07,1.16,0.95,0.93,0.87,0.79,1.22,1.24,1.68,1.15,1.9,1.17,1.41,1.38,1.0,1.31
d_0,0.91,1.09,0.74,1.69,0.98,0.79,1.32,1.08,0.9,1.64,1.1,1.15,0.85,1.08,0.91,1.05
b_0,0.96,1.23,1.1,1.29,0.62,0.67,1.14,1.09,1.19,1.2,1.73,1.25,2.01,1.6,1.02,1.22
f_0,0.95,0.94,1.13,1.08,1.13,0.86,1.39,1.0,1.25,1.08,1.22,1.73,0.9,1.4,1.85,1.13
a_0,1.12,1.08,1.12,1.32,0.97,0.65,1.28,1.22,1.16,1.47,1.04,1.31,1.79,1.42,1.0,1.53
h_0,1.14,1.44,1.17,1.03,1.02,0.71,0.98,1.47,1.23,1.37,1.15,0.96,1.06,1.0,1.05,1.5
e_0,0.9,1.22,1.28,1.09,1.13,0.95,1.34,1.13,1.55,1.27,1.39,1.11,1.17,1.39,1.77,1.27
g_0,1.01,1.08,1.58,1.09,1.04,0.8,1.07,0.98,1.28,1.16,1.19,1.75,0.85,1.3,1.42,1.11
