,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.43,2.09,2.4,2.19,2.18,1.63,0.46,0.36,0.39,1.14,0.46,0.33,0.45,0.27,0.39,0.21
f_1,1.79,0.43,1.81,2.33,1.87,1.78,0.45,0.73,0.37,0.43,0.38,0.9,0.34,0.21,0.3,0.35
e_1,2.24,1.14,0.42,2.45,2.23,2.44,0.72,0.57,0.47,0.48,0.56,0.46,0.45,0.29,0.9,0.34
c_1,2.62,2.2,1.6,0.41,2.05,2.0,0.74,0.68,0.91,0.22,0.43,0.46,0.43,0.38,0.46,0.27
b_1,2.91,2.55,2.31,1.11,0.39,2.32,0.72,0.69,0.52,0.58,1.08,0.44,0.43,0.34,0.53,0.4
a_1,3.01,2.64,3.2,3.27,1.42,0.32,0.91,0.99,0.68,0.59,0.7,0.63,1.7,0.47,0.59,0.43
h_1,2.75,3.87,3.14,3.05,3.75,3.53,0.33,1.03,0.61,0.74,0.64,0.63,0.68,0.92,0.56,0.45
g_1,3.57,3.69,4.06,4.12,3.59,2.89,0.77,0.31,0.71,1.02,0.74,0.76,0.75,0.39,0.69,1.12
c_0,1.82,5.02,3.5,8.81,5.34,3.34,1.16,1.02,0.39,1.04,0.78,0.75,0.79,0.47,0.74,0.49
d_0,7.91,4.5,1.97,3.9,3.66,4.89,1.38,1.37,0.75,0.38,0.74,0.86,0.74,0.51,0.86,0.55
b_0,3.35,4.47,3.43,4.22,8.85,4.62,1.04,1.14,0.45,0.81,0.35,0.77,0.9,0.69,0.9,0.6
f_0,3.72,8.61,3.86,4.03,4.28,3.7,1.04,0.69,0.75,0.81,0.69,0.37,0.78,0.73,0.74,0.39
a_0,3.84,4.63,4.79,4.78,6.04,12.31,1.39,1.44,0.76,0.95,0.48,0.94,0.34,0.58,0.7,0.66
h_0,4.59,4.25,5.31,4.33,3.96,3.72,2.19,1.64,0.99,1.0,0.86,0.92,0.8,1.26,0.83,0.76
e_0,4.05,7.67,7.96,5.15,4.97,4.86,1.1,1.09,0.93,1.04,0.79,0.53,0.97,0.64,0.34,0.56
g_0,4.08,5.95,4.77,5.21,4.77,5.93,1.0,3.33,1.04,0.9,0.76,0.87,0.96,0.57,0.81,0.9
