,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,9641.14,3170.88,4963.86,4316.35,6373.6,43312.17,3291868.24,7184732.56,18776246.11,24482704.36,36702650.43,31286175.01,76132592.95,165701767.34,101314277.05,384425296.54
f_1,4147.03,11745.45,4419.11,4909.7,5311.17,37628.24,2907751.6,6577706.46,8862610.09,23150918.37,16695572.96,33792818.61,81868400.51,148750540.96,106193107.45,335262076.03
c_1,2740.08,2800.2,18145.35,4284.63,10215.22,41967.18,3201303.09,6773233.3,8506849.86,15043001.38,33092866.63,28417626.22,79068194.88,158949685.73,171353697.02,334186065.78
d_1,2527.95,3149.85,3246.97,22695.83,5154.64,47698.42,2979403.17,8337804.61,4422837.08,54219720.12,35906066.9,45333894.65,109107813.18,161809071.32,186823128.0,382262424.04
b_1,2112.84,2846.18,4711.54,5459.71,27164.37,91131.32,3013843.71,6095331.57,10391432.53,28056667.93,32672824.9,20465514.98,59985794.2,142724304.93,173983261.59,424644277.05
a_1,2156.09,3429.81,4784.09,5345.77,6174.03,348138.28,3628841.71,6619965.47,9735678.48,31348150.23,33051730.43,32330197.95,35186780.48,141871660.65,209406143.47,304083967.0
h_1,3305.68,5101.55,4957.76,6100.87,6480.89,57485.51,9110826.76,11613974.51,11329242.22,30159182.46,37973107.79,39358501.85,83633974.46,118561000.28,208626284.81,537801868.84
g_1,2900.1,2955.27,5383.25,10642.25,5994.19,55038.55,3518525.31,24988038.67,8407719.32,37369775.73,57553994.31,44943528.7,98396835.56,174657791.27,206294834.3,281183309.38
d_0,2756.72,4177.74,10745.12,3249.12,6692.18,51267.69,3858754.14,8385289.59,20981168.05,23534933.46,38818687.53,37179727.64,91485629.25,171086022.35,160134109.71,433215514.63
c_0,3114.36,4492.76,3482.21,6832.5,5896.76,49474.37,4134674.48,10706363.91,10615919.56,75467769.08,43022124.72,95553696.16,119790386.23,177737120.67,204813503.29,477339317.04
f_0,3021.01,2693.28,5649.19,6160.09,7228.39,60462.85,4195554.41,9572055.0,13458293.67,34616489.66,90376543.18,52559841.96,135333246.32,205412221.06,447514901.61,417139698.98
b_0,3474.18,4303.03,5988.01,7699.73,3229.22,38161.5,4238809.36,11895250.45,10086083.18,41660316.01,40918434.05,105641447.59,216043833.29,192433857.14,207256907.62,454086574.58
a_0,3377.02,4044.8,5122.08,6089.37,6418.67,36511.93,4439488.71,10953517.16,10388654.53,38861741.74,53981289.02,41444976.65,282128008.44,210805814.09,241294449.65,389719981.03
h_0,2797.98,5505.87,5252.79,6944.68,6154.72,46672.87,2661836.02,10892903.31,12537380.24,37507125.77,31668412.41,39158204.13,120156158.4,121028857.42,193953781.74,553001992.8
e_0,1504.97,4483.42,5240.79,7703.67,7327.34,62481.99,4670691.98,8675738.22,9853301.05,41007036.55,38412611.35,45133324.77,84774734.87,198426737.85,587614624.81,453580346.51
g_0,2797.46,3652.0,5821.26,10076.37,6588.64,49212.65,3952773.69,6703762.5,9745234.24,30731825.17,60390459.88,45119042.07,96211392.48,180086507.95,236484972.15,319884873.67
