,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.06,1.46,2.78,2.15,2.21,1.95,1.02,0.81,0.61,0.75,0.67,0.71,0.59,0.56,0.85,0.53
f_1,2.6,1.06,2.09,2.02,2.15,2.08,0.63,0.66,0.64,0.86,0.65,0.8,0.52,0.39,0.47,0.5
c_1,1.96,2.82,1.06,3.01,2.25,1.79,0.95,0.48,1.01,0.8,0.63,0.67,0.57,0.55,0.64,0.53
d_1,2.89,2.68,2.01,1.06,2.28,1.92,0.91,1.21,0.73,0.65,0.71,0.74,0.62,0.55,0.57,0.35
b_1,2.47,2.99,1.73,2.48,1.06,2.53,0.98,0.79,0.85,0.9,0.95,0.68,0.72,0.57,0.68,0.6
a_1,3.6,3.24,4.36,3.83,2.41,1.07,1.56,1.29,1.15,1.45,1.08,1.03,1.49,0.91,1.09,0.91
h_1,5.87,7.43,6.29,5.59,5.89,4.41,1.33,2.14,1.82,2.57,1.8,1.7,1.71,2.36,1.36,1.38
d_0,4.27,6.92,9.64,9.46,7.19,5.43,2.5,1.49,2.1,3.49,2.12,1.75,1.67,1.54,1.65,1.62
c_0,8.21,7.9,11.71,4.66,7.53,6.6,2.76,2.51,1.54,2.85,2.26,2.05,1.62,1.61,1.61,1.39
g_1,8.73,8.64,7.75,7.45,8.09,6.17,2.05,2.12,2.06,1.33,1.94,2.24,2.13,1.25,1.85,2.09
b_0,8.32,8.7,9.99,6.84,12.11,7.31,2.85,3.0,1.54,2.85,1.53,2.0,2.59,1.72,1.99,1.81
f_0,6.61,14.64,8.77,8.37,9.05,7.91,3.46,2.81,2.26,2.19,2.43,1.52,2.41,2.21,2.65,1.2
a_0,9.41,11.02,11.85,9.74,12.36,9.4,3.69,3.47,2.8,3.53,1.73,2.61,1.64,2.46,2.4,2.19
h_0,9.68,12.59,10.21,9.39,9.76,8.1,4.2,2.89,3.18,3.93,3.05,2.34,2.75,2.61,2.24,2.3
e_0,14.66,13.68,12.17,9.99,11.5,8.21,4.1,3.92,3.58,3.83,3.55,1.95,3.23,2.45,1.64,2.58
g_0,11.15,11.83,12.02,13.66,10.89,7.92,3.93,3.77,4.1,6.58,3.13,3.95,3.61,2.01,2.67,2.95
