,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.01,0.05,0.07,0.08,0.13,0.13,0.18,0.21,0.19,0.2,0.2,0.21,0.23,0.32,,0.33
f_1,0.08,0.01,0.09,0.09,0.06,0.1,0.13,0.13,0.17,0.28,0.18,,0.16,0.29,0.27,0.24
c_1,0.07,0.06,0.01,0.06,0.11,0.13,0.14,0.1,,0.21,0.15,0.18,0.21,0.28,0.42,0.26
d_1,0.07,0.06,0.07,0.01,0.1,0.1,0.15,,0.22,0.13,0.18,0.17,0.2,0.22,0.28,0.18
b_1,0.04,0.06,0.02,0.03,0.01,0.11,0.08,0.11,0.11,0.13,,0.13,0.12,0.17,,0.13
a_1,0.02,0.02,0.02,0.02,0.01,,0.04,0.04,0.03,0.05,0.06,0.05,0.05,,,0.07
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
