,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.37,0.69,0.68,0.77,0.69,0.2,0.26,0.14,0.16,0.13,0.2,0.11,0.12,0.27,0.11
f_1,0.62,0.17,0.58,0.67,0.65,0.7,0.14,0.22,0.13,0.14,0.12,0.21,0.06,0.13,0.13,0.1
d_1,0.74,0.67,0.16,0.88,0.69,0.55,0.17,0.1,0.12,0.36,0.14,0.12,0.09,0.1,0.13,0.07
c_1,0.54,0.7,0.91,0.15,0.65,0.54,0.19,0.24,0.26,0.07,0.17,0.12,0.11,0.14,0.12,0.11
b_1,0.67,0.82,0.82,0.31,0.13,0.81,0.2,0.21,0.19,0.14,0.27,0.16,0.11,0.14,0.13,0.11
a_1,0.65,0.76,0.73,0.95,0.29,0.08,0.24,0.2,0.14,0.17,0.18,0.15,0.11,0.28,0.14,0.11
h_1,0.52,0.55,0.45,0.63,0.53,0.48,0.06,0.15,0.11,0.12,0.11,0.1,0.12,0.1,0.1,0.07
g_1,0.54,0.61,0.47,0.63,0.56,0.59,0.12,0.05,0.1,0.11,0.12,0.1,0.06,0.11,0.09,0.11
c_0,0.54,0.54,0.29,1.14,0.55,0.65,0.16,0.14,0.06,0.15,0.11,0.1,0.07,0.09,0.11,0.08
d_0,0.29,0.56,0.93,0.49,0.66,0.48,0.2,0.21,0.12,0.06,0.1,0.09,0.08,0.11,0.1,0.09
b_0,0.49,0.53,0.4,0.68,0.94,0.5,0.16,0.18,0.06,0.13,0.06,0.1,0.09,0.1,0.09,0.07
f_0,0.51,0.88,0.46,0.53,0.64,0.5,0.18,0.09,0.1,0.11,0.1,0.05,0.07,0.11,0.11,0.05
h_0,0.49,0.52,0.51,0.55,0.53,0.36,0.25,0.14,0.1,0.11,0.1,0.1,0.11,0.09,0.09,0.09
a_0,0.53,0.58,0.47,0.5,0.71,0.98,0.14,0.16,0.09,0.1,0.06,0.11,0.07,0.04,0.09,0.06
e_0,0.9,0.83,0.48,0.53,0.49,0.5,0.15,0.15,0.1,0.1,0.09,0.05,0.06,0.13,0.04,0.07
g_0,0.51,0.57,0.52,0.59,0.5,0.47,0.1,0.23,0.1,0.12,0.11,0.12,0.06,0.1,0.1,0.1
