,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,0.93,1.61,1.97,1.88,1.92,0.5,0.55,0.41,0.33,0.43,0.34,0.26,0.34,0.6,0.29
f_1,1.54,0.44,1.75,1.56,1.6,1.49,0.39,0.56,0.36,0.36,0.65,0.39,0.18,0.34,0.3,0.31
d_1,1.96,1.9,0.41,1.84,2.03,1.69,0.47,0.3,0.65,0.35,0.31,0.33,0.24,0.3,0.35,0.14
c_1,1.6,1.98,2.33,0.4,1.77,1.53,0.54,0.67,0.2,0.74,0.34,0.37,0.24,0.37,0.38,0.23
b_1,1.95,2.06,2.04,1.05,0.38,1.83,0.64,0.66,0.38,0.52,0.46,0.83,0.33,0.49,0.38,0.32
a_1,2.51,3.13,2.24,3.02,1.23,0.31,0.81,0.71,0.55,0.51,0.55,0.61,0.38,0.84,0.45,0.46
h_1,2.63,2.83,3.03,2.91,2.23,2.46,0.33,0.8,0.56,0.59,0.55,0.65,0.64,0.53,0.44,0.43
g_1,3.04,3.43,2.78,3.52,2.81,4.24,0.6,0.3,0.67,0.62,0.58,0.59,0.36,0.64,0.68,0.53
d_0,1.69,3.27,5.28,3.39,3.33,3.56,1.03,1.18,0.4,0.68,0.67,0.68,0.46,0.64,0.61,0.6
c_0,3.51,4.01,1.62,6.61,3.24,3.33,0.94,0.88,0.83,0.36,0.64,0.85,0.58,0.74,0.59,0.46
f_0,3.1,5.77,3.13,3.58,3.27,3.37,0.86,0.58,0.67,0.57,0.34,0.64,0.5,0.62,0.66,0.38
b_0,3.25,4.15,2.95,4.64,5.49,3.06,1.03,0.93,0.72,0.35,0.62,0.34,0.53,0.7,0.67,0.48
h_0,3.32,4.37,3.52,3.63,3.98,3.97,1.8,1.06,0.82,0.76,0.75,0.64,0.83,0.64,0.72,0.55
a_0,3.54,6.23,4.08,3.89,4.44,6.44,1.11,0.93,0.72,0.71,0.71,0.44,0.61,0.33,0.67,0.53
e_0,5.8,5.54,3.98,3.76,4.15,4.86,1.09,0.86,0.95,0.81,0.41,0.74,0.57,0.72,0.33,0.57
g_0,5.27,4.49,4.33,4.42,4.0,3.86,0.96,1.85,0.84,0.71,0.78,0.78,0.47,0.85,0.69,0.82
