,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.18,1.75,1.93,4.77,19.6,30.5,49.31,30.45,51.36,46.84,80.51,85.56,90.67,102.34
f_1,1.27,1.0,1.28,1.46,1.62,3.33,16.12,26.83,28.42,30.44,37.12,49.67,63.24,72.66,78.16,130.96
d_1,0.85,0.78,1.0,1.03,1.69,3.55,12.78,18.11,29.12,36.64,32.04,38.85,67.46,53.65,83.27,65.16
c_1,0.57,0.68,0.97,1.0,1.55,2.19,10.14,18.81,13.63,18.97,25.04,26.07,47.84,57.44,74.51,71.05
b_1,0.52,0.62,0.59,0.64,1.0,3.34,10.82,18.18,16.19,20.68,28.29,28.59,48.12,44.83,49.4,67.5
a_1,0.21,0.3,0.28,0.46,0.3,1.0,4.7,5.76,7.58,7.84,11.52,11.13,15.82,17.45,17.15,34.36
h_1,0.05,0.06,0.08,0.1,0.09,0.2,1.0,1.79,1.7,1.9,2.14,2.68,5.1,3.9,5.18,7.07
g_1,0.03,0.04,0.05,0.06,0.06,0.17,0.57,1.0,1.06,1.1,2.18,1.79,2.38,3.04,4.49,3.92
d_0,0.02,0.04,0.04,0.07,0.06,0.14,0.58,0.93,1.0,1.15,1.26,1.42,2.52,2.8,3.01,4.15
c_0,0.03,0.03,0.03,0.05,0.05,0.12,0.55,0.87,0.82,1.0,1.21,2.22,2.53,3.13,2.68,4.07
f_0,0.02,0.03,0.03,0.04,0.04,0.09,0.47,0.46,0.76,0.84,1.0,1.28,1.73,2.12,3.11,2.97
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.36,0.53,0.7,0.46,0.79,1.0,1.85,2.46,2.32,2.4
h_0,0.01,0.02,0.01,0.02,0.02,0.06,0.21,0.42,0.37,0.39,0.56,0.51,1.0,0.94,1.2,1.65
a_0,0.01,0.01,0.02,0.02,0.02,0.06,0.25,0.33,0.38,0.32,0.47,0.42,1.07,1.0,1.25,1.23
e_0,0.01,0.01,0.01,0.01,0.02,0.05,0.19,0.22,0.35,0.4,0.31,0.45,0.9,0.83,1.0,1.16
g_0,0.01,0.01,0.02,0.01,0.01,0.03,0.14,0.26,0.25,0.25,0.34,0.41,0.61,0.8,0.83,1.0
