,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,0.95,1.24,1.51,1.48,1.42,0.72,0.73,0.71,0.52,0.5,0.59,0.45,0.47,0.72,0.37
f_1,1.6,0.66,1.24,1.42,1.43,1.05,0.49,0.61,0.54,0.43,0.51,0.66,0.31,0.47,0.38,0.51
d_1,1.86,1.69,0.64,1.29,1.2,1.18,0.66,0.42,0.89,0.6,0.52,0.45,0.5,0.45,0.51,0.31
c_1,1.23,1.49,2.0,0.64,1.48,1.28,0.66,0.63,0.33,0.64,0.52,0.57,0.43,0.54,0.53,0.41
b_1,1.42,1.55,1.84,0.98,0.63,1.93,0.74,0.91,0.53,0.64,0.71,0.55,0.42,0.56,0.52,0.45
a_1,1.61,2.3,1.93,2.34,1.06,0.56,0.83,0.88,0.66,0.77,0.81,0.68,0.7,0.81,0.52,0.57
h_1,1.96,2.66,1.98,2.14,2.39,1.88,0.58,1.08,0.71,0.69,0.75,0.78,0.83,0.83,0.66,0.67
g_1,2.39,2.77,2.53,2.52,1.92,1.88,0.82,0.55,0.76,0.8,0.79,0.85,0.53,0.73,0.88,0.8
d_0,1.41,2.4,3.44,2.87,2.43,2.33,1.32,1.25,0.64,0.84,0.89,0.94,0.64,1.1,0.8,0.71
c_0,2.52,2.64,1.37,5.14,2.57,2.01,1.24,1.05,1.11,0.63,1.08,0.92,0.71,0.86,0.82,0.76
b_0,2.66,2.46,2.0,2.87,3.75,2.2,1.14,1.16,1.01,0.53,0.6,0.79,0.75,1.12,0.73,0.75
f_0,2.51,3.92,2.34,2.32,2.65,1.87,1.22,0.77,0.96,0.95,1.14,0.59,0.82,1.03,1.03,0.55
h_0,2.62,2.86,2.54,3.05,2.68,2.15,1.75,1.38,1.06,0.91,0.92,0.86,1.11,0.86,0.73,0.94
a_0,3.08,3.17,2.52,2.92,3.22,4.14,1.23,1.46,1.0,0.89,0.54,1.02,1.03,0.56,0.92,0.73
e_0,3.92,4.64,2.66,2.6,2.83,2.96,1.29,1.13,1.1,0.97,1.17,0.64,0.9,0.81,0.58,0.78
g_0,3.1,2.74,3.6,3.22,3.16,2.49,1.1,1.59,1.15,1.04,1.05,1.12,0.64,1.0,1.08,1.06
