,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,0.83,1.02,0.76,0.65,0.42,0.44,0.46,0.35,0.38,0.36,0.29,0.3,0.24,0.29
e_1,0.83,1.0,0.89,1.21,0.93,0.66,0.48,0.48,0.55,0.37,0.41,0.43,0.36,0.36,0.34,0.3
d_1,1.19,1.12,1.0,0.86,0.81,0.74,0.49,0.39,0.48,0.54,0.44,0.39,0.35,0.32,0.33,0.27
c_1,0.97,0.85,1.15,1.0,1.33,0.72,0.53,0.46,0.35,0.39,0.33,0.38,0.34,0.32,0.31,0.32
b_1,1.29,1.04,1.19,0.78,1.0,1.09,0.58,0.52,0.43,0.54,0.43,0.41,0.44,0.39,0.36,0.38
a_1,1.62,1.48,1.36,1.36,0.94,1.0,0.75,0.66,0.65,0.59,0.64,0.46,0.52,0.5,0.4,0.45
h_1,2.36,2.11,2.0,1.8,1.71,1.31,1.0,0.99,0.9,0.69,0.73,0.69,0.7,0.63,0.66,0.71
g_1,2.19,2.03,2.63,2.14,1.99,1.58,0.96,1.0,0.89,0.89,0.83,1.03,0.7,0.72,0.84,0.61
d_0,2.08,1.83,2.07,2.93,2.41,1.54,1.15,1.16,1.0,0.79,0.79,0.83,0.84,0.75,0.81,0.68
c_0,2.8,2.68,1.89,2.63,1.97,1.66,1.4,1.09,1.28,1.0,1.32,0.86,0.95,0.97,0.89,0.74
b_0,2.59,2.4,2.28,2.97,2.42,1.65,1.44,1.15,1.19,0.76,1.0,0.96,0.98,1.11,0.87,0.79
f_0,2.74,2.36,2.66,2.52,2.44,2.13,1.46,0.97,1.22,1.14,1.01,1.0,0.99,0.88,1.31,0.7
h_0,3.34,2.81,2.9,2.98,2.28,1.93,1.47,1.46,1.25,1.02,1.02,1.02,1.0,0.94,0.93,0.97
a_0,3.09,2.84,3.12,2.89,2.68,2.16,1.58,1.43,1.39,1.09,0.91,1.12,1.02,1.0,1.01,0.9
e_0,3.98,3.01,3.06,3.09,2.59,2.45,1.6,1.14,1.31,1.06,1.2,0.82,1.08,1.02,1.0,0.89
g_0,3.35,3.32,3.66,3.08,2.67,2.22,1.52,1.69,1.46,1.38,1.24,1.47,1.0,1.03,1.16,0.99
