,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.06,1.48,1.76,1.67,1.19,0.56,0.57,0.6,0.44,0.42,0.49,0.33,0.42,0.4,0.34
f_1,1.69,1.04,1.28,1.55,1.44,1.2,0.45,0.52,0.55,0.42,0.43,0.5,0.28,0.39,0.32,0.33
d_1,1.89,1.85,1.04,1.57,1.42,1.28,0.57,0.58,0.42,0.51,0.5,0.47,0.37,0.39,0.4,0.26
c_1,1.44,1.75,2.0,1.04,1.71,1.45,0.64,0.36,0.67,0.51,0.49,0.5,0.37,0.41,0.42,0.37
b_1,1.69,1.95,2.05,1.21,1.05,1.96,0.67,0.52,0.67,0.67,0.65,0.5,0.4,0.46,0.43,0.42
a_1,2.73,2.62,2.37,2.14,1.37,1.06,1.02,0.83,0.89,0.76,0.8,0.66,0.52,0.74,0.72,0.51
h_1,4.43,5.06,4.31,4.4,4.15,3.34,1.26,1.41,1.6,1.22,1.21,1.18,1.13,1.08,1.06,1.05
d_0,3.52,4.79,5.47,5.66,5.04,4.01,1.79,1.32,1.84,1.19,1.27,1.4,1.12,1.17,1.23,1.08
g_1,5.28,5.7,5.61,4.96,4.85,3.9,1.55,1.79,1.25,1.7,1.4,1.54,1.02,1.42,1.34,1.39
c_0,5.69,5.6,3.87,7.56,5.33,4.78,2.09,2.56,1.71,1.35,1.74,1.72,1.36,1.6,1.45,1.18
b_0,5.66,5.9,4.89,7.46,6.9,4.49,2.27,1.98,1.98,1.18,1.34,1.54,1.43,1.57,1.48,1.28
f_0,5.91,6.85,5.97,6.2,5.63,4.87,2.39,2.17,1.69,1.84,1.78,1.34,1.59,1.56,1.7,1.06
h_0,7.03,8.14,7.36,7.03,6.62,5.49,2.98,2.18,2.58,2.1,1.92,1.84,1.93,1.61,1.57,1.65
a_0,6.95,7.45,7.33,8.1,7.94,6.24,3.05,2.39,2.47,1.82,1.52,2.24,2.04,1.45,1.85,1.42
e_0,9.33,9.58,8.12,8.18,8.05,5.88,3.17,2.57,2.31,2.18,2.16,1.44,1.89,2.09,1.49,1.62
g_0,8.55,8.64,8.5,8.34,7.49,6.4,2.58,2.49,2.92,2.27,2.2,2.41,1.59,2.14,1.84,1.9
