,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10754.14,147.94,270.53,190.84,289.01,2218.17,262992.56,923347.52,646043.21,388185.33,1346455.15,2495012.54,4264906.42,7182424.77,,15079644.46
f_1,255.4,12299.16,191.03,208.25,272.1,2015.34,207294.1,601059.32,877569.89,451850.5,1280460.3,,4797511.57,7607343.56,11035507.9,20076747.87
c_1,139.39,180.83,17789.7,283.6,550.48,1887.07,182630.94,517779.57,,601039.11,1103046.19,2122584.34,4716774.16,8439866.97,11883104.59,14824298.66
d_1,137.17,143.7,176.51,18823.77,305.3,1717.66,294160.86,,1095567.51,752597.24,1729144.29,2146697.22,5224677.17,10544155.71,11495572.39,13743312.81
b_1,157.7,166.36,274.3,269.0,25367.81,2633.04,225060.35,493991.07,742135.85,737261.21,,1442859.39,3857202.83,9325055.71,6099882.58,19225941.59
a_1,142.71,148.27,257.59,124.92,183.46,269208.58,314472.72,668674.56,595299.25,689953.94,1519470.63,1340124.08,,9403466.67,,24462417.57
h_1,396.38,853.73,706.27,827.38,1185.66,8400.01,11140487.31,2095289.83,3357663.29,4516970.31,5356413.99,6012598.26,16360534.32,,37633427.9,64988341.25
d_0,833.22,952.25,1847.91,,1587.66,11100.01,986728.88,16852615.63,4121398.45,2558954.68,6488275.27,8989447.93,20081906.65,36211284.68,51056017.18,58132428.33
c_0,837.7,734.72,,1364.23,1193.73,8782.42,1014361.48,2008123.14,24909551.07,4588062.18,17967531.53,9878514.21,29036880.64,39792620.53,40075366.7,60687699.9
g_1,508.59,465.0,875.15,1353.38,958.9,6623.61,803576.13,1475671.79,2738116.31,47138638.84,6552094.37,10697825.1,19406156.56,30830337.57,,
b_0,835.04,848.29,997.83,1218.25,,9294.96,1082813.72,1859651.31,4399131.65,4053041.84,62481484.5,8276888.71,48402037.67,35152347.51,,95076401.47
f_0,609.51,,1089.14,939.01,1436.46,8548.53,1050576.41,2792347.61,3728904.61,3333970.53,9279890.76,81960112.44,27617553.35,53012274.3,80245213.64,71951728.58
a_0,737.21,842.52,1219.74,1075.51,1085.88,,1158169.47,3635350.9,6201426.8,3500393.97,5845871.78,6345686.56,238073671.85,,,60434702.71
h_0,846.11,1611.64,1814.73,1591.0,2289.49,12557.59,,3828430.79,5751552.86,7856439.81,11469173.46,12947764.5,,,94548179.97,200380718.85
e_0,,912.32,900.54,1651.64,1368.25,,1628726.22,3463218.65,4883774.71,,,7496074.19,,40644622.5,557336639.8,
g_0,940.13,1289.31,1368.82,2699.21,2304.26,11301.83,1687952.62,2727756.94,6211677.09,,11010406.52,24718459.51,42597983.8,49556010.32,,
