,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.77,1.13,0.92,0.95,0.82,0.72,0.91,0.67,0.68,0.69,0.74,0.61,0.64,0.65,0.64
f_1,1.3,1.0,1.01,0.75,0.94,0.8,0.62,0.74,0.65,0.68,0.64,0.57,0.55,0.51,0.46,0.58
c_1,0.88,0.99,1.0,1.13,1.28,0.76,0.8,0.46,0.57,0.72,0.6,0.6,0.53,0.54,0.54,0.54
d_1,1.07,1.32,0.9,1.0,0.94,0.78,0.68,0.67,0.86,0.56,0.6,0.6,0.62,0.58,0.52,0.42
b_1,1.05,1.07,0.77,1.06,1.0,1.33,0.8,0.75,0.71,0.7,0.65,0.67,0.59,0.63,0.5,0.64
a_1,1.21,1.26,1.31,1.31,0.76,1.0,0.86,0.72,0.71,0.83,0.71,0.89,1.06,0.78,0.75,0.65
h_1,1.4,1.65,1.23,1.48,1.23,1.18,1.0,0.93,0.92,1.12,0.9,0.8,0.77,0.89,0.85,0.96
d_0,1.07,1.42,2.22,1.47,1.34,1.31,1.03,1.0,0.87,1.04,1.03,0.85,0.85,0.97,0.88,0.81
c_0,1.5,1.51,1.72,1.15,1.38,1.37,1.05,1.16,1.0,1.03,1.44,0.95,0.96,1.0,1.07,0.85
g_1,1.48,1.51,1.42,1.78,1.48,1.16,0.9,0.96,0.96,1.0,0.91,1.16,0.78,0.8,0.92,0.83
b_0,1.43,1.57,1.68,1.66,1.51,1.4,1.12,0.96,0.73,1.12,1.0,0.82,1.35,0.85,0.94,0.85
f_0,1.24,1.8,1.64,1.63,1.53,1.21,1.21,1.15,1.04,0.83,1.24,1.0,0.95,0.91,1.37,0.74
a_0,1.62,1.76,1.92,1.57,1.79,1.1,1.29,1.22,1.07,1.28,0.78,1.05,1.0,1.07,0.93,1.08
h_0,1.61,1.9,1.79,1.75,1.51,1.33,1.1,1.09,1.0,1.28,1.21,1.06,0.92,1.0,0.9,1.02
e_0,1.43,2.07,1.97,2.01,1.92,1.35,1.16,1.19,1.02,1.21,1.15,0.77,1.07,1.18,1.0,1.0
g_0,1.63,1.65,1.83,2.32,1.54,1.44,1.06,1.22,1.2,1.23,1.15,1.29,1.0,1.0,1.04,1.0
