,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,0.87,0.86,0.87,0.7,0.51,0.44,0.58,0.41,0.4,0.43,0.35,0.3,,0.25
f_1,1.35,1.0,0.9,1.11,0.9,0.63,0.34,0.41,0.39,0.44,0.39,,0.28,0.36,0.36,0.3
d_1,1.14,1.11,1.0,0.9,0.84,0.79,0.58,0.38,,0.59,0.41,0.34,0.4,0.35,0.25,0.22
c_1,1.16,0.9,1.12,1.0,1.25,0.97,0.38,0.55,0.38,,0.45,0.39,0.37,0.25,0.34,0.41
b_1,1.15,1.11,1.19,0.8,1.0,0.93,0.54,0.55,0.48,0.48,,0.39,0.4,0.43,0.42,0.29
a_1,1.43,1.58,1.27,1.03,1.08,1.0,0.78,0.54,0.64,0.59,0.48,0.68,0.39,,,0.34
h_1,1.95,2.95,1.71,2.65,1.85,1.29,1.0,1.4,0.77,0.74,0.76,0.59,,0.56,0.59,0.76
g_1,2.25,2.47,2.66,1.82,1.82,1.85,0.71,1.0,1.16,0.93,0.89,1.06,0.73,,,
d_0,1.71,2.59,,2.64,2.07,1.55,1.3,0.86,1.0,0.82,1.08,0.81,0.7,0.83,0.89,0.85
c_0,2.42,2.29,1.7,,2.1,1.69,1.35,1.07,1.22,1.0,1.38,1.02,0.75,0.72,0.55,0.64
b_0,2.52,2.55,2.45,2.21,,2.06,1.31,1.13,0.93,0.73,1.0,0.76,1.1,1.26,1.01,1.01
f_0,2.31,,2.92,2.54,2.55,1.47,1.69,0.94,1.23,0.98,1.32,1.0,0.92,,1.13,0.79
h_0,2.86,3.58,2.47,2.68,2.52,2.54,,1.37,1.42,1.34,0.91,1.09,,0.63,0.65,0.96
a_0,3.33,2.74,2.86,3.96,2.31,,1.79,,1.21,1.39,0.79,,1.59,1.0,,1.07
e_0,,2.75,3.99,2.96,2.38,,1.7,,1.12,1.81,0.99,0.89,1.54,,1.0,
g_0,4.08,3.28,4.59,2.45,3.48,2.95,1.32,,1.18,1.56,0.99,1.27,1.05,0.94,,
