,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.45,1.12,1.78,1.14,1.08,0.91,1.88,1.97,2.13,2.38,2.37,1.33,2.61,2.21,1.7,3.06
d_1,1.24,2.46,1.1,0.94,1.08,1.15,2.53,2.08,3.83,1.87,2.91,2.8,2.88,2.67,2.71,2.44
e_1,1.09,1.02,2.52,1.32,1.12,1.13,2.23,2.35,2.36,4.04,2.39,2.99,3.41,2.59,2.2,3.15
c_1,1.16,1.16,1.04,2.58,1.87,0.89,2.13,2.02,1.22,1.93,1.97,2.35,2.94,2.12,2.2,2.89
b_1,1.1,1.16,1.07,0.95,2.71,1.98,2.04,1.97,2.13,2.38,1.54,2.32,3.09,2.4,2.79,3.63
a_1,1.27,1.15,0.89,1.29,1.01,3.28,2.65,2.31,2.65,2.0,2.69,2.79,3.79,1.68,2.76,3.24
h_1,1.54,1.13,1.22,1.4,0.85,1.11,4.24,2.86,2.6,2.41,3.12,2.65,2.81,2.73,2.59,4.72
g_1,1.11,1.81,0.98,1.31,1.27,1.15,2.01,4.43,2.66,2.6,2.73,3.66,2.61,2.63,2.73,2.56
c_0,1.51,1.27,1.24,1.25,0.93,1.08,2.44,2.63,3.96,2.98,4.42,3.1,3.66,2.91,2.79,3.6
d_0,1.25,0.89,1.07,2.09,1.14,1.27,2.53,2.35,2.08,3.95,3.33,2.9,3.05,2.87,2.65,3.13
b_0,1.42,1.43,1.28,1.44,0.75,0.96,2.26,2.56,2.48,2.33,4.22,2.73,3.92,4.76,2.63,3.26
f_0,1.05,1.32,1.0,1.58,1.14,1.12,2.35,2.29,2.64,3.19,2.96,4.15,3.71,2.98,5.53,3.05
h_0,1.67,1.5,1.2,1.13,1.14,1.06,1.43,3.37,2.9,2.77,2.39,2.47,2.69,2.48,2.71,4.21
a_0,1.37,1.32,1.29,1.63,1.07,0.9,2.15,2.44,2.88,2.8,2.24,2.57,3.66,4.73,3.08,3.71
e_0,1.64,1.32,0.94,1.23,1.08,1.31,2.75,2.8,2.97,2.89,3.42,2.06,3.72,3.3,4.8,3.24
g_0,1.19,1.9,1.09,1.22,1.1,1.13,2.04,2.18,2.48,2.39,2.86,4.04,3.12,2.43,3.22,2.57
