,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,93.0,93.03,115.85,89.67,59.71,15.61,23.24,15.83,15.81,14.1,,7.63,19.0,20.61,14.27
e_1,54.23,1.15,86.05,70.05,112.08,81.2,34.96,26.96,14.78,16.6,22.77,18.07,13.18,18.1,,14.27
d_1,85.05,114.0,1.15,83.67,92.76,106.84,25.71,19.26,,17.47,17.94,26.2,10.87,19.0,14.84,6.75
c_1,95.95,114.0,101.24,1.15,92.76,145.0,32.37,28.08,10.39,,19.1,29.11,12.43,27.14,16.13,19.53
b_1,124.73,141.36,114.73,59.06,1.15,96.67,32.37,33.7,26.6,23.71,,23.82,18.12,20.0,24.73,
a_1,120.71,160.64,163.9,167.33,84.06,1.15,54.62,56.17,31.67,51.08,53.82,,25.59,,33.73,16.86
h_1,76.37,76.83,74.83,130.96,103.46,81.2,2.0,25.92,16.22,17.47,19.1,16.9,,21.11,19.53,20.61
g_1,120.71,130.89,163.9,136.91,141.58,81.2,30.14,2.0,27.71,36.89,21.14,18.07,12.79,22.35,28.54,
d_0,149.68,57.93,,94.12,79.12,135.33,20.33,29.3,2.94,16.2,16.91,15.41,14.03,16.52,23.19,14.84
c_0,120.71,82.19,49.88,,72.7,92.27,20.33,24.96,36.94,3.22,19.1,19.41,15.0,15.2,16.86,10.91
b_0,120.71,100.97,137.68,94.12,,119.41,29.13,30.64,21.45,12.53,2.93,24.95,15.54,29.23,19.53,11.24
f_0,,126.21,104.3,115.85,96.07,,29.13,19.26,25.58,20.75,26.91,3.12,17.4,21.11,23.19,12.37
h_0,83.16,107.09,93.03,115.85,86.77,112.78,,32.1,17.5,15.09,15.18,21.83,,19.0,11.24,14.27
a_0,162.7,153.65,245.86,188.25,244.55,,62.43,32.1,35.0,44.27,22.77,26.2,21.75,3.06,30.92,16.86
e_0,249.47,,163.9,177.18,141.58,184.55,36.42,39.65,30.23,22.9,45.54,17.47,27.19,29.23,3.34,28.54
g_0,110.06,126.21,111.03,88.59,,126.88,22.41,,28.91,24.59,26.91,18.07,9.46,25.33,21.82,
