,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.56,1.11,0.94,0.95,0.91,0.52,0.57,0.55,0.43,0.38,0.5,0.35,0.37,0.72,0.34
f_1,0.95,0.42,0.94,0.73,0.93,0.84,0.32,0.39,0.47,0.35,0.38,0.5,0.26,0.38,0.35,0.47
c_1,0.73,0.89,0.38,1.08,0.89,0.87,0.5,0.25,0.53,0.6,0.4,0.39,0.32,0.33,0.37,0.38
d_1,0.9,1.07,0.89,0.38,0.8,0.71,0.49,0.72,0.33,0.42,0.38,0.39,0.37,0.41,0.4,0.22
b_1,0.95,0.95,0.56,0.94,0.36,1.11,0.49,0.36,0.44,0.55,0.68,0.38,0.39,0.46,0.35,0.31
a_1,0.88,1.09,0.79,0.99,0.53,0.31,0.55,0.44,0.6,0.42,0.43,0.39,0.37,0.6,0.41,0.38
h_1,0.7,0.94,0.77,0.69,0.85,0.71,0.25,0.35,0.42,0.33,0.3,0.36,0.43,0.37,0.34,0.3
d_0,0.47,0.82,0.89,1.25,0.88,0.81,0.45,0.26,0.39,0.41,0.38,0.35,0.35,0.38,0.42,0.34
g_1,0.75,0.79,0.72,0.82,0.92,0.64,0.38,0.41,0.23,0.38,0.35,0.38,0.26,0.41,0.33,0.38
c_0,0.78,0.95,1.17,0.48,0.88,0.69,0.43,0.43,0.4,0.25,0.42,0.37,0.32,0.37,0.39,0.3
b_0,0.77,0.83,1.05,0.74,1.2,0.64,0.47,0.39,0.39,0.2,0.24,0.31,0.25,0.45,0.29,0.33
f_0,0.68,1.36,0.8,0.74,0.81,0.8,0.42,0.34,0.32,0.33,0.33,0.23,0.3,0.34,0.37,0.2
h_0,0.8,0.86,0.83,0.69,0.66,0.72,0.58,0.34,0.44,0.32,0.38,0.38,0.39,0.29,0.31,0.27
a_0,0.87,0.75,0.9,0.63,0.99,0.98,0.34,0.37,0.42,0.33,0.21,0.29,0.3,0.21,0.36,0.33
e_0,0.98,0.96,0.8,0.72,0.87,0.85,0.43,0.3,0.35,0.31,0.39,0.19,0.3,0.28,0.19,0.28
g_0,0.75,0.67,0.78,0.95,0.83,0.75,0.37,0.35,0.53,0.33,0.3,0.42,0.26,0.35,0.35,0.37
