,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,1.45,1.31,1.2,1.31,1.46,0.53,0.49,0.75,0.47,0.52,1.2,0.38,0.54,0.56,0.56
e_1,0.83,0.41,1.35,1.47,1.37,1.5,0.75,0.57,0.77,0.68,0.54,0.63,0.59,0.56,1.26,0.6
d_1,1.44,1.51,0.4,1.08,1.36,1.18,0.67,0.63,0.43,1.71,0.56,0.61,0.48,0.6,0.67,0.32
c_1,1.28,1.19,1.68,0.39,1.46,1.05,0.7,0.86,0.72,0.35,0.58,0.54,0.54,0.52,0.49,0.46
b_1,1.3,1.32,1.3,0.85,0.38,1.86,0.63,0.61,0.88,0.59,1.15,0.52,0.52,0.61,0.55,0.56
a_1,1.23,1.4,1.31,1.81,0.72,0.31,0.71,0.74,0.79,0.57,0.78,0.55,0.55,1.71,0.76,0.5
h_1,1.06,0.86,0.87,1.19,0.94,0.8,0.26,0.41,0.55,0.51,0.61,0.46,0.54,0.42,0.35,0.34
c_0,1.26,0.9,0.6,2.38,1.01,0.72,0.61,0.27,0.48,0.46,0.56,0.46,0.33,0.46,0.49,0.37
g_1,0.96,0.9,1.11,1.02,0.87,0.82,0.49,0.56,0.23,0.48,0.36,0.5,0.31,0.52,0.4,0.79
d_0,1.18,0.57,1.07,1.24,1.03,0.93,0.54,0.41,0.57,0.27,0.39,0.35,0.3,0.38,0.36,0.37
b_0,1.08,0.88,0.79,1.11,1.51,0.81,0.48,0.26,0.63,0.46,0.25,0.47,0.36,0.54,0.43,0.54
f_0,1.94,0.9,0.8,0.84,0.95,1.12,0.57,0.43,0.37,0.56,0.46,0.24,0.42,0.43,0.59,0.24
h_0,1.07,0.77,0.96,1.04,0.91,0.79,0.89,0.5,0.55,0.5,0.46,0.42,0.55,0.52,0.47,0.5
a_0,1.08,0.9,0.88,0.96,1.21,,0.55,0.4,0.48,0.41,0.23,0.41,0.33,0.21,0.39,0.39
e_0,1.12,1.63,0.79,1.01,0.94,0.9,0.58,0.39,0.55,0.56,0.4,0.21,0.35,0.39,0.2,0.45
g_0,1.1,0.95,1.05,0.99,0.85,0.82,0.44,0.48,,0.41,0.36,0.51,0.26,0.44,0.33,0.53
