,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.01,0.05,0.13,0.14,0.1,0.12,0.22,0.32,0.32,0.23,0.24,0.29,0.24,0.36,,0.38
f_1,0.11,0.01,0.11,0.08,0.12,0.13,0.14,0.2,0.26,0.24,0.28,,0.18,0.35,0.46,0.57
c_1,0.05,0.05,0.01,0.08,0.06,0.09,0.13,0.08,0.19,,0.16,0.15,0.15,0.21,0.25,0.29
d_1,0.05,0.06,0.06,0.01,0.06,0.08,0.12,,0.1,0.12,0.15,0.15,0.17,0.21,0.22,0.17
b_1,0.04,0.04,0.03,0.05,0.01,0.09,0.08,0.08,0.08,0.12,,0.1,0.13,0.17,0.16,0.15
a_1,0.02,0.02,0.01,0.02,0.01,,0.04,0.04,0.05,0.04,0.04,0.04,0.04,,,0.07
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
