,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.47,1.02,0.88,0.98,0.76,0.33,0.44,0.4,0.35,0.32,,0.33,0.31,0.27,0.33
e_1,0.68,1.0,0.96,0.98,1.01,0.85,0.5,0.65,0.42,0.42,0.28,0.36,0.29,0.42,,0.3
d_1,0.98,1.04,1.0,1.13,0.93,1.0,0.42,,0.61,0.37,0.39,0.4,0.34,0.34,0.32,0.24
c_1,1.14,1.02,0.88,1.0,1.44,0.89,0.61,0.34,,0.43,0.33,0.39,0.34,0.35,0.33,0.33
b_1,1.02,0.99,1.08,0.69,1.0,1.13,0.48,0.54,0.58,0.52,,0.27,0.4,0.36,0.29,0.32
a_1,1.32,1.18,1.0,1.13,0.88,1.0,0.94,0.59,0.52,0.63,0.48,0.53,0.52,,,0.57
h_1,3.04,1.98,2.39,1.64,2.1,1.06,1.0,0.78,0.85,1.08,0.94,0.66,,0.53,0.59,0.82
d_0,2.3,1.55,,2.93,1.84,1.69,1.29,1.0,0.79,1.04,0.93,0.96,0.9,0.62,0.67,0.7
c_0,2.47,2.39,1.64,,1.72,1.92,1.18,1.27,1.0,0.96,1.28,0.81,0.72,0.65,0.67,0.6
g_1,2.82,2.38,2.68,2.31,1.93,1.58,0.93,0.96,1.05,1.0,0.86,1.48,0.92,0.72,,
b_0,3.13,3.57,2.59,3.03,,2.09,1.06,1.07,0.78,1.16,1.0,0.82,0.65,1.11,0.82,0.62
f_0,,2.81,2.51,2.55,3.72,1.87,1.52,1.05,1.24,0.68,1.22,1.0,0.98,0.63,,0.66
h_0,3.05,3.42,2.9,2.98,2.49,1.91,,1.11,1.39,1.09,1.54,1.02,,0.68,0.71,1.12
a_0,3.25,2.39,2.95,2.88,2.78,,1.87,1.62,1.54,1.39,0.9,1.6,1.48,1.0,,0.81
e_0,3.68,,3.09,2.99,3.42,,1.7,1.5,1.5,,1.21,,1.41,,1.0,
g_0,3.02,3.29,4.24,3.02,3.15,1.77,1.21,1.43,1.67,,1.61,1.52,0.89,1.23,,
