,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.81,2.38,1.17,1.44,1.2,1.01,4.34,4.29,4.84,5.14,5.78,2.4,8.17,5.75,4.98,7.17
e_1,1.38,5.86,1.24,1.36,1.33,1.14,5.66,4.22,11.22,6.21,6.46,7.37,10.79,6.38,3.13,9.36
d_1,1.26,1.18,6.36,1.07,1.29,1.33,4.29,5.28,2.51,11.48,7.14,7.02,10.37,7.38,7.78,10.9
c_1,1.52,1.33,1.08,6.66,2.51,0.88,3.58,4.13,5.23,1.51,3.5,5.9,8.66,6.17,5.75,7.47
b_1,1.23,1.05,1.27,1.3,7.87,2.99,6.02,4.1,6.72,5.55,2.24,6.04,6.72,4.76,5.65,8.58
a_1,1.55,1.17,1.24,1.56,0.94,11.2,5.06,4.39,6.08,5.68,5.93,5.91,7.79,2.89,7.07,8.13
h_1,2.34,1.35,1.72,1.18,1.39,1.44,15.25,8.87,7.95,7.23,7.45,7.12,6.52,6.38,7.41,14.66
g_1,1.45,1.28,2.63,1.55,1.32,1.4,5.03,18.14,5.56,7.37,8.21,10.87,11.14,7.11,7.53,7.19
d_0,1.69,1.42,0.72,3.37,1.74,1.44,5.41,5.76,15.1,5.74,7.2,7.05,11.83,8.03,9.38,12.98
c_0,1.62,1.27,2.0,0.99,1.19,1.21,6.34,7.68,7.67,16.79,17.17,8.22,16.11,10.26,8.74,13.97
b_0,1.84,1.6,1.92,1.59,0.56,1.04,6.07,7.03,7.86,7.8,17.61,7.78,13.25,17.61,8.6,11.56
f_0,0.99,1.18,2.17,1.85,1.3,1.63,5.71,5.75,9.56,7.58,8.45,19.68,13.45,9.35,16.28,14.41
h_0,2.24,1.51,1.98,1.73,1.37,1.28,3.13,7.61,8.06,7.21,7.89,6.34,6.32,9.48,7.12,15.0
a_0,1.71,1.56,1.95,1.67,1.48,0.79,6.25,7.03,7.58,6.23,8.42,9.35,14.71,22.28,10.92,14.38
e_0,1.97,0.82,1.58,1.83,1.46,1.58,5.4,6.32,8.31,9.52,9.12,7.84,15.6,10.45,25.73,14.45
g_0,1.38,1.37,2.91,1.77,1.42,1.57,4.83,3.94,7.26,7.6,7.31,14.69,10.86,9.41,9.51,6.93
