,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.84,1.02,1.63,1.45,2.83,22.59,28.71,47.6,34.52,52.41,51.84,80.74,94.51,127.59,143.01
f_1,1.2,1.0,1.11,1.3,1.15,2.61,13.87,24.66,24.93,33.8,34.44,42.94,59.53,88.5,83.55,110.24
d_1,1.0,0.89,1.0,0.98,1.06,2.24,14.95,18.81,22.92,39.4,36.39,39.32,63.84,84.85,76.49,75.74
c_1,0.61,0.76,1.01,1.0,1.55,2.09,14.38,16.62,17.57,21.46,32.4,29.28,57.96,75.87,81.55,102.91
b_1,0.68,0.88,0.95,0.65,1.0,3.17,12.11,18.73,23.91,31.12,34.27,31.96,56.71,58.69,86.41,100.63
a_1,0.35,0.38,0.45,0.48,0.32,1.0,6.9,10.25,10.49,13.01,15.96,19.95,26.53,34.34,43.26,42.99
h_1,0.05,0.07,0.07,0.07,0.08,0.15,1.0,1.54,1.73,1.73,2.09,2.7,3.92,4.8,5.63,8.6
g_1,0.03,0.04,0.05,0.06,0.05,0.1,0.66,1.0,0.96,1.44,2.11,1.75,2.11,3.37,3.71,4.01
d_0,0.02,0.04,0.04,0.06,0.04,0.09,0.62,0.99,1.0,1.04,1.48,1.43,2.26,3.12,3.6,4.67
c_0,0.03,0.03,0.02,0.04,0.03,0.08,0.58,0.7,0.91,1.0,1.47,1.65,2.08,2.85,2.5,3.49
f_0,0.02,0.03,0.03,0.03,0.03,0.06,0.49,0.48,0.71,0.65,1.0,0.91,1.68,1.89,3.76,2.42
b_0,0.02,0.02,0.02,0.04,0.03,0.05,0.36,0.64,0.72,0.58,1.19,1.0,1.62,3.24,2.46,2.79
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.23,0.47,0.45,0.47,0.6,0.6,1.0,1.4,1.27,1.89
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.32,0.31,0.36,0.51,0.3,0.7,1.0,1.11,1.69
e_0,0.01,0.01,0.01,0.01,0.01,0.02,0.17,0.26,0.29,0.39,0.29,0.44,0.82,0.83,1.0,0.95
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.25,0.22,0.29,0.42,0.36,0.53,0.54,1.04,1.0
