,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.31,0.9,1.07,0.73,0.7,0.58,1.34,2.92,1.37,1.58,1.84,1.77,2.02,1.68,0.94,1.73
f_1,1.51,2.36,0.83,0.8,0.64,0.5,1.3,1.81,1.24,1.75,1.69,0.97,1.88,1.36,0.91,1.8
c_1,0.73,0.88,2.42,0.74,1.46,0.61,1.33,1.62,1.19,0.72,1.04,1.5,1.99,1.28,1.38,1.91
d_1,0.87,0.94,0.61,2.46,0.71,0.62,1.57,1.11,1.64,3.11,2.14,1.69,2.17,1.75,1.53,1.94
b_1,0.71,0.87,0.82,0.78,2.61,1.42,1.53,1.47,1.26,1.58,0.97,1.42,2.37,1.09,1.55,1.97
a_1,0.82,1.04,0.96,0.8,0.71,3.09,1.72,1.59,1.08,1.52,1.82,1.59,2.23,0.89,1.71,1.9
h_1,0.82,1.34,1.0,0.95,0.82,0.6,3.39,1.63,1.78,1.41,1.72,1.51,1.96,1.54,1.85,2.74
d_0,0.89,0.91,1.69,0.49,0.95,0.68,1.81,3.06,1.34,1.22,1.58,1.63,2.18,1.35,1.55,1.82
g_1,0.93,0.77,0.81,1.59,0.71,0.51,1.76,1.4,3.64,1.99,1.91,2.49,1.9,1.54,1.79,1.72
c_0,1.13,1.0,0.73,1.02,0.54,0.64,1.74,1.84,1.68,3.08,3.25,1.73,2.41,1.95,1.63,2.31
b_0,0.95,0.94,1.08,1.08,0.62,0.48,1.62,1.85,1.49,1.96,3.19,1.7,2.4,3.26,1.93,2.38
f_0,0.8,0.78,1.06,0.94,0.86,0.73,1.97,1.9,1.71,2.12,2.09,3.36,2.42,1.8,3.37,2.34
h_0,0.88,1.3,0.92,1.12,0.65,0.58,1.4,1.59,1.95,1.99,1.83,1.83,1.87,1.63,1.76,3.04
a_0,1.05,0.94,0.94,1.03,0.88,0.39,1.65,2.0,1.5,2.03,1.69,1.85,2.23,3.28,1.77,2.25
e_0,0.73,1.1,1.1,0.9,0.81,0.72,2.08,1.68,1.61,1.86,1.77,1.97,2.92,1.57,3.49,2.49
g_0,0.77,1.0,0.84,1.42,0.79,0.68,1.46,1.48,1.25,1.95,1.9,2.65,3.01,1.65,1.93,1.91
