,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,2.36,1.39,0.82,0.79,0.67,0.65,1.36,1.17,1.38,1.62,1.58,0.94,1.3,1.87,0.82,1.84
e_1,0.9,2.38,0.62,1.0,0.83,0.64,1.66,1.17,1.52,3.15,1.76,1.66,1.46,2.12,0.97,1.81
d_1,0.98,0.74,2.42,0.7,0.72,0.7,1.6,1.47,2.93,1.0,2.08,1.89,1.71,2.27,1.44,2.01
c_1,0.73,0.85,0.82,2.44,1.51,0.59,1.21,1.03,0.8,1.48,1.03,1.34,1.41,1.81,1.18,1.74
b_1,0.9,0.68,0.87,0.82,2.53,1.18,1.3,1.28,1.67,1.61,1.09,1.48,1.23,2.35,1.43,2.0
a_1,0.94,0.8,0.94,0.9,0.7,3.04,1.65,1.34,1.92,1.65,1.59,1.63,0.98,2.36,1.49,2.21
h_1,1.25,0.86,1.17,0.83,0.74,0.6,3.37,1.96,1.95,1.72,1.85,1.52,1.47,1.7,1.49,2.74
g_1,0.95,0.74,1.49,0.92,0.75,0.67,1.39,3.73,1.54,1.33,1.71,2.83,1.54,2.27,1.8,1.57
c_0,1.04,0.88,1.17,0.73,0.6,0.72,1.95,1.74,3.23,1.78,3.5,1.89,2.09,2.29,1.71,2.31
d_0,0.87,0.95,0.6,1.6,0.99,0.64,1.86,1.56,1.13,3.03,1.6,1.58,1.48,2.1,1.24,2.01
b_0,1.1,0.97,1.1,0.95,0.48,0.53,1.68,1.81,1.88,1.8,3.32,2.06,3.67,2.63,1.53,2.08
f_0,0.83,0.82,1.03,1.03,0.89,0.66,1.64,1.87,2.1,1.82,1.82,3.16,1.69,2.68,3.18,1.94
a_0,1.09,0.88,1.14,0.95,0.93,0.44,2.17,1.76,1.76,1.71,1.97,1.83,3.35,2.71,1.7,2.19
h_0,1.29,0.89,1.14,0.84,0.68,0.83,1.16,2.29,1.74,1.66,1.83,1.63,1.42,1.56,1.59,2.6
e_0,1.06,0.47,1.21,0.97,0.78,0.87,1.96,1.66,1.66,1.79,1.67,1.84,1.67,2.26,3.76,2.56
g_0,0.79,0.71,1.55,0.83,0.89,0.74,1.86,1.38,1.95,1.36,1.84,2.58,1.58,2.02,1.8,1.5
