,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.42,0.6,1.01,1.04,0.93,0.92,0.27,0.21,0.2,0.29,0.21,0.24,0.17,0.14,0.29,0.14
f_1,0.92,0.41,0.99,0.83,0.94,0.79,0.21,0.22,0.19,0.25,0.18,0.25,0.16,0.1,0.19,0.16
c_1,0.77,0.95,0.41,1.19,0.92,0.91,0.31,0.13,0.25,0.28,0.21,0.21,0.17,0.13,0.15,0.14
d_1,1.24,1.15,0.96,0.4,0.88,0.84,0.22,0.31,0.18,0.18,0.17,0.19,0.2,0.13,0.18,0.09
b_1,1.02,1.15,0.62,1.03,0.38,0.99,0.33,0.2,0.28,0.33,0.29,0.23,0.25,0.17,0.17,0.16
a_1,1.39,1.48,1.11,1.41,0.74,0.32,0.36,0.3,0.27,0.4,0.27,0.29,0.45,0.18,0.24,0.16
h_1,1.81,1.82,1.73,1.59,1.53,1.46,0.29,0.38,0.38,0.5,0.36,0.33,0.33,0.32,0.33,0.24
d_0,1.23,1.73,1.98,2.38,1.83,1.98,0.64,0.3,0.44,0.63,0.41,0.4,0.38,0.31,0.42,0.3
c_0,2.15,2.08,2.72,1.17,1.95,1.75,0.52,0.56,0.29,0.49,0.43,0.37,0.43,0.33,0.49,0.24
g_1,2.09,2.13,1.97,1.79,1.99,1.82,0.43,0.46,0.36,0.26,0.36,0.4,0.34,0.22,0.38,0.3
b_0,1.91,1.96,2.82,1.77,2.5,1.91,0.55,0.45,0.27,0.55,0.3,0.38,0.42,0.3,0.45,0.26
f_0,1.9,2.91,2.25,2.09,1.99,2.25,0.58,0.49,0.43,0.4,0.44,0.27,0.41,0.3,0.41,0.22
a_0,2.17,2.44,3.08,2.18,3.03,3.08,0.66,0.54,0.43,0.69,0.28,0.47,0.27,0.39,0.53,0.33
h_0,2.47,2.39,2.73,2.51,2.38,1.94,0.84,0.55,0.49,0.65,0.53,0.52,0.46,0.44,0.43,0.37
e_0,3.06,3.86,2.6,2.97,2.69,2.07,0.71,0.58,0.55,0.61,0.51,0.3,0.51,0.4,0.25,0.36
g_0,2.67,2.8,2.79,2.73,2.61,2.39,0.62,0.65,0.55,0.88,0.54,0.65,0.53,0.32,0.58,0.45
