,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,11864.7,4593.58,5559.99,5297.4,11870.52,51145.28,5897545.97,13554243.94,31580558.48,13752015.79,37180671.99,64760321.14,156061718.81,360679444.14,238688591.72,246020758.16
e_1,3677.91,12156.78,5364.46,8277.72,11418.67,55907.18,6257196.24,12957420.83,17805591.36,32013984.98,31689373.39,65281529.58,133830699.68,318256804.17,236311051.08,194927443.23
f_1,4038.87,7410.59,14753.31,7379.46,10903.27,47400.93,5638802.02,11029132.19,14562093.88,18026195.03,26431981.27,37182012.16,128215610.07,250176778.0,207411921.3,203803502.01
c_1,4143.43,3755.88,5287.45,21324.04,22364.53,50869.93,5252195.0,12526772.91,7790464.75,16539486.25,16019796.67,47447900.47,147907201.24,297744686.65,206109200.81,299555025.58
b_1,4327.21,4207.05,5716.39,6999.19,40884.32,117773.58,4954688.25,11711005.37,14348334.33,17319837.52,16964451.73,56078651.08,137740509.62,297857790.04,136467868.21,267253096.06
a_1,4792.39,4669.49,5510.86,7025.89,11545.02,265755.81,6061419.09,13133959.57,19014131.2,19043367.65,30279886.26,64098295.48,153308233.07,253131620.29,149201046.25,248288594.9
h_1,5347.76,4016.25,7647.69,6416.77,13330.78,57266.44,12651562.02,20709326.52,20696830.08,17969356.8,29096450.95,65547397.57,113241209.49,440753918.59,268197414.37,345366144.25
g_1,7937.32,4086.2,5760.76,6433.74,12347.39,52272.11,5811109.48,34293977.2,18158908.33,13089530.95,29807036.68,85562870.91,139426145.23,265126164.76,280428671.83,339885079.47
c_0,5475.29,5093.84,6977.4,5647.87,9519.44,53963.93,6881423.94,14821308.55,31662143.17,20175144.02,60838033.8,66570406.05,170116862.0,374409792.15,370031106.31,305277557.28
d_0,3454.37,4374.31,6485.14,14084.04,11819.95,55246.95,6612056.35,13241573.95,11764810.72,32572475.97,26041646.18,64477833.37,155587984.19,370218371.55,260080493.81,342688132.41
b_0,5235.75,4847.21,6909.84,9014.52,8937.31,37752.08,6808462.41,15054214.82,19914301.86,22475602.51,56234074.49,59396870.92,178182747.7,379528676.03,567245487.15,329476388.04
f_0,5782.38,4398.18,4777.85,8698.42,12132.56,56175.09,6710862.93,16019209.05,19324674.29,20581008.87,33947622.86,116700217.34,171900156.01,374035382.36,257273275.78,621515323.44
h_0,5369.55,4856.6,8423.52,7979.22,10805.37,54349.24,4474157.18,18373599.52,17580218.29,19708175.58,29933975.63,51076877.41,111242076.52,488134634.34,209742030.37,323815718.85
g_0,6962.64,4420.17,5393.73,7163.48,11876.58,68602.12,6234333.17,11093635.07,20537032.55,18882658.95,32154838.92,103756740.43,147452759.1,298600884.27,258811139.07,352571756.24
a_0,5274.83,4419.76,6444.45,9784.57,14524.21,31214.01,5657918.57,15913330.26,17314191.15,19590150.06,29671286.88,64768606.39,196432377.36,402680084.59,582476984.28,309354025.55
e_0,5148.78,3547.17,6849.42,8064.22,13126.45,59700.96,7196667.74,15249206.12,17312217.35,18482056.92,33107209.09,74070920.93,191650048.4,366212775.44,287346222.95,691939375.43
