,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,100.78,12.56,12.38,20.64,30.51,88.8,1454.27,2142.71,4565.78,8933.45,6816.75,9675.91,14200.94,21901.75,,39952.08
f_1,15.26,102.34,13.99,22.82,37.9,98.44,1266.17,2061.41,5155.94,5133.11,7683.9,,16735.55,22821.13,23153.96,45767.57
d_1,10.06,13.09,110.68,16.94,30.85,87.74,1609.93,2292.28,6745.31,,6841.15,10244.63,15196.72,21907.65,26755.81,44877.5
c_1,11.01,7.28,11.35,173.48,38.26,61.3,1097.53,1868.0,,4233.26,6210.65,8820.29,9360.69,21528.19,24948.58,39812.7
b_1,9.47,6.93,11.08,13.58,220.69,115.64,1148.7,1801.91,3038.97,3298.62,,6977.22,11000.04,21534.88,18310.53,40621.77
a_1,6.5,5.71,5.49,14.77,12.04,543.95,972.37,987.15,2765.54,2706.09,4014.23,3792.31,,15495.67,,26792.5
h_1,5.55,8.09,5.87,11.03,11.66,31.82,2484.7,1546.48,2273.19,2544.15,3750.64,4271.8,8636.88,,13292.55,21314.61
g_1,4.37,5.34,6.84,10.96,10.87,39.93,455.17,3761.48,1831.33,1933.35,2031.8,6178.68,5220.8,11029.04,12691.18,
c_0,5.06,4.32,4.55,,11.17,30.5,629.43,1116.28,4688.44,1749.0,4460.25,4221.07,5205.11,9881.85,12039.61,22949.33
d_0,3.66,3.62,,13.61,12.56,32.51,532.22,1096.6,1796.62,5038.31,2808.62,4155.9,6985.73,11518.46,11191.94,18088.9
b_0,3.89,3.48,4.68,6.98,,25.87,532.67,1047.54,1156.42,1522.9,6400.31,3405.86,11522.0,10777.67,11540.38,21274.32
f_0,3.14,,3.96,6.87,8.82,31.02,549.02,500.77,1193.22,1517.35,2365.13,8567.68,4730.41,10832.82,,15702.55
a_0,3.39,3.28,4.3,6.59,5.77,,444.72,650.39,1222.67,1048.06,1154.29,2653.28,13900.47,6575.55,,11711.37
h_0,3.58,4.73,4.14,7.14,9.22,17.95,,826.36,1230.84,1594.09,1618.49,1865.44,6144.4,,6209.81,21023.34
e_0,,3.07,2.68,4.22,6.45,,404.83,524.98,860.46,1132.44,1421.84,,,7609.85,22030.43,10571.07
g_0,2.77,2.91,3.56,4.77,6.52,17.34,390.37,,1412.08,806.32,1589.45,3100.7,4649.68,4458.44,6806.35,
