,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,114.29,37.0,44.23,37.06,67.14,144.17,5500.53,17487.35,12768.33,10153.75,19905.6,21137.16,55940.98,72868.73,42540.78,94687.9
f_1,51.68,126.09,44.08,46.16,52.55,125.82,3755.82,8951.26,10226.92,10718.53,17472.45,10983.1,60873.29,75748.35,46074.33,90201.79
c_1,33.13,32.41,128.54,41.1,114.29,138.99,4418.98,8629.86,3451.89,9374.87,12691.77,19921.36,65309.64,69050.73,67839.55,100532.33
d_1,37.99,35.33,37.49,130.17,81.93,134.67,4232.13,4297.6,16381.96,9184.99,20192.34,21367.25,62554.71,51927.2,64035.61,73380.49
b_1,24.55,42.14,27.37,29.48,198.97,232.66,4021.57,8211.5,11434.95,8529.71,6495.3,16397.19,50877.14,48539.44,45644.48,66709.4
a_1,21.19,28.22,25.01,28.83,26.85,394.32,3998.19,6788.51,5543.62,5759.46,13236.71,14109.59,38012.11,17067.27,56199.79,55286.6
h_1,9.96,17.37,12.68,14.0,21.28,43.97,3105.34,3057.69,3209.14,3786.94,5753.94,6928.36,14050.22,18644.89,27716.67,39163.58
d_0,8.22,12.03,16.46,6.12,16.54,38.86,1284.83,4519.38,2443.85,2109.38,5096.83,6370.21,19593.68,16203.97,18958.82,29754.16
c_0,10.15,11.7,10.6,8.77,13.07,48.4,1390.88,2980.32,4617.27,2525.76,7440.11,5405.99,19806.36,22850.07,21686.22,26653.21
g_1,8.68,8.15,9.75,15.44,15.07,42.52,1158.75,2962.83,2737.17,5584.55,4821.39,7491.93,15553.14,15704.82,17118.26,15141.62
b_0,7.5,9.47,11.46,9.21,7.14,27.65,1045.37,2424.8,2207.56,1918.96,7326.61,4215.0,14091.04,25682.0,17787.98,19303.31
f_0,6.86,5.51,10.14,9.02,16.01,34.81,1095.28,2267.14,2136.68,1806.32,4350.78,7853.92,14873.96,13219.21,25124.52,14810.61
h_0,5.1,7.83,6.35,6.76,9.81,21.54,457.0,1328.15,1368.36,1558.48,3098.49,2712.57,6294.48,9301.34,9887.24,16918.86
a_0,4.49,5.4,6.2,7.11,9.74,,845.11,1462.38,1116.17,1623.64,2314.48,3109.42,11628.35,20404.97,9914.5,13566.32
e_0,1.88,7.58,5.88,6.4,11.09,20.51,809.47,1541.65,1605.9,1491.0,2674.55,2820.69,10350.82,10335.08,20740.39,13608.8
g_0,3.93,5.4,5.1,7.75,10.13,18.75,650.64,1034.48,1264.48,913.55,2785.39,4463.37,7128.13,10480.42,11198.89,9140.14
