,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.07,2.15,3.51,3.36,2.64,2.58,1.27,1.2,1.11,1.15,1.3,1.08,0.72,0.85,0.83,1.34
f_1,4.01,1.07,3.08,3.29,2.58,3.15,0.97,1.04,0.92,1.2,0.74,1.7,0.59,0.76,0.74,0.76
d_1,3.38,3.39,1.07,3.41,3.75,2.32,1.16,2.37,1.05,0.85,0.9,0.85,0.81,0.83,0.56,0.64
c_1,3.28,3.71,4.32,1.07,3.17,3.77,1.37,0.71,1.57,1.29,0.99,1.11,0.8,1.1,0.82,1.05
b_1,4.53,5.08,4.26,2.83,1.07,3.4,1.79,1.24,1.36,1.73,2.76,1.22,0.9,1.21,0.81,0.9
a_1,6.33,6.03,6.3,4.46,3.91,1.07,2.61,1.75,1.95,2.2,2.31,1.45,1.36,,1.22,1.28
h_1,7.39,7.33,7.9,7.08,7.35,4.9,1.38,1.98,2.09,3.02,1.83,1.82,2.79,1.78,1.75,1.28
d_0,5.35,8.41,11.63,9.63,8.89,6.96,4.18,1.67,2.63,3.03,2.78,2.3,2.41,2.07,2.06,2.28
c_0,7.61,9.34,5.56,23.67,8.76,7.63,3.3,2.45,1.63,3.15,2.66,2.28,1.91,2.18,2.11,2.77
g_1,8.92,8.5,7.96,10.57,10.87,8.06,2.57,2.47,2.51,1.4,2.37,2.22,1.74,2.19,2.95,2.08
b_0,8.18,11.58,7.98,11.99,18.32,7.23,3.57,2.53,1.64,3.66,1.62,2.4,2.11,2.32,1.75,2.22
f_0,9.41,19.05,10.64,9.48,9.15,9.6,3.95,3.16,3.05,3.21,3.02,1.64,2.95,2.62,1.53,5.13
h_0,12.68,13.17,10.81,12.93,11.44,8.79,7.37,3.22,3.29,4.63,3.0,2.82,4.24,3.02,2.85,3.32
a_0,13.11,15.06,12.37,12.17,13.44,,5.92,4.03,3.28,4.28,2.57,4.1,3.32,1.69,3.94,3.47
g_0,12.28,13.66,13.41,11.98,15.09,11.48,3.93,3.91,3.89,6.83,4.37,3.73,2.35,3.12,,3.48
e_0,26.0,21.81,13.92,13.12,14.01,13.03,5.52,4.22,3.33,4.88,3.82,2.0,3.4,2.85,2.5,1.77
