,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.21,0.88,0.99,0.99,0.74,0.57,0.68,0.6,0.64,0.56,0.54,0.51,0.57,0.42,0.57
e_1,0.83,1.0,0.93,1.12,1.01,0.87,0.74,0.87,0.59,0.67,0.61,0.65,0.61,0.62,0.64,0.6
d_1,1.14,1.09,1.0,0.95,0.89,0.85,0.65,0.62,0.85,0.49,0.68,0.61,0.6,0.54,0.59,0.47
c_1,1.03,0.88,1.05,1.0,1.29,0.91,0.71,0.48,0.68,0.67,0.52,0.61,0.57,0.52,0.59,0.55
b_1,1.01,0.99,1.11,0.79,1.0,1.28,0.79,0.66,0.72,0.74,0.71,0.6,0.64,0.51,0.53,0.6
a_1,1.35,1.17,1.17,1.1,0.8,1.0,0.93,0.87,0.75,0.86,0.9,0.77,0.75,0.71,0.68,0.73
h_1,1.75,1.37,1.52,1.42,1.22,1.13,1.0,0.92,0.89,1.07,0.88,0.82,0.82,0.79,0.82,0.89
d_0,1.43,1.16,1.6,2.07,1.55,1.14,1.08,1.0,0.82,1.01,0.88,0.99,0.87,0.77,0.93,0.84
c_0,1.65,1.68,1.21,1.51,1.34,1.23,1.09,1.35,1.0,1.03,1.34,0.88,0.91,0.93,0.86,0.85
g_1,1.56,1.45,1.94,1.49,1.41,1.23,0.91,0.94,0.98,1.0,0.9,1.13,0.88,0.84,1.01,0.79
b_0,1.77,1.63,1.48,1.93,1.38,1.06,1.14,1.12,0.79,1.13,1.0,0.93,0.94,1.18,0.88,0.92
f_0,1.89,1.49,1.63,1.69,1.68,1.29,1.17,1.1,1.11,0.93,1.02,1.0,0.97,0.84,1.21,0.72
h_0,1.9,1.7,1.63,1.82,1.58,1.29,1.23,1.18,1.07,1.17,1.1,1.04,1.0,0.91,0.84,1.02
a_0,1.66,1.63,1.77,1.94,1.91,1.38,1.27,1.21,1.11,1.19,0.88,1.14,1.12,1.0,0.97,1.02
e_0,2.36,1.59,1.58,1.69,1.89,1.51,1.21,1.11,1.13,0.99,1.16,0.85,1.2,1.09,1.0,0.96
g_0,1.76,1.68,2.08,1.82,1.69,1.38,1.11,1.22,1.17,1.23,1.09,1.38,0.96,1.07,1.15,1.0
