,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.71,1.04,1.17,1.14,1.15,0.52,0.46,0.54,0.39,0.36,0.52,0.32,0.4,0.36,0.48
f_1,1.22,0.65,0.97,1.12,1.04,0.92,0.37,0.44,0.53,0.36,0.38,0.45,0.26,0.33,0.35,0.3
d_1,1.26,1.19,0.64,1.07,1.02,0.91,0.47,0.58,0.35,0.47,0.47,0.35,0.33,0.35,0.22,0.34
c_1,0.98,1.12,1.28,0.64,1.26,0.94,0.52,0.27,0.44,0.41,0.35,0.35,0.31,0.39,0.32,0.36
b_1,1.13,1.32,1.19,0.77,0.63,1.11,0.6,0.43,0.51,0.47,0.48,0.43,0.31,0.43,0.34,0.4
a_1,1.19,1.62,1.44,1.32,0.85,0.57,0.71,0.54,0.7,0.52,0.76,0.51,0.5,0.83,0.4,0.49
h_1,1.57,2.15,1.7,1.73,1.62,1.54,0.54,0.75,0.81,0.67,0.55,0.6,0.64,0.54,0.63,0.53
d_0,1.32,1.76,2.14,2.28,1.9,1.7,0.78,0.58,0.85,0.59,0.68,0.72,0.65,0.62,0.72,0.67
g_1,1.83,1.98,2.09,2.08,1.95,1.6,0.69,0.77,0.52,0.64,0.61,0.74,0.45,0.6,0.65,0.62
c_0,1.95,2.08,1.36,2.82,1.92,1.68,0.87,0.97,0.86,0.58,0.93,0.72,0.63,0.66,0.6,0.69
b_0,2.01,2.06,1.79,2.74,2.38,1.67,1.02,0.81,0.87,0.44,0.55,0.72,0.65,0.73,0.6,0.64
f_0,1.88,2.65,2.14,2.16,1.9,1.81,0.9,0.82,0.61,0.67,0.68,0.55,0.59,0.59,0.44,0.79
h_0,2.33,2.5,2.03,2.25,2.23,1.89,1.16,0.78,1.02,0.72,0.7,0.75,0.74,0.68,0.7,0.71
a_0,2.27,2.43,2.25,2.71,2.87,2.05,0.98,1.0,0.96,0.73,0.53,0.78,0.77,0.52,0.76,0.74
g_0,2.36,2.53,2.56,2.35,2.44,2.06,0.74,0.89,1.02,0.87,0.84,0.86,0.6,0.64,0.72,0.74
e_0,2.85,3.76,2.19,2.37,2.15,2.01,1.13,0.98,1.05,0.88,1.03,0.48,0.73,0.8,0.65,0.52
