,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.17,0.94,0.95,0.82,0.77,0.87,0.64,0.56,0.64,0.73,0.65,0.59,0.63,0.63
f_1,1.26,1.0,0.93,0.95,0.9,0.69,0.54,0.67,0.7,0.62,0.68,0.54,0.46,0.58,0.44,0.59
c_1,0.85,1.07,1.0,1.18,1.35,0.73,0.64,0.47,0.66,0.47,0.47,0.6,0.6,0.55,0.53,0.55
d_1,1.07,1.04,0.85,1.0,1.03,0.87,0.69,0.82,0.59,0.89,0.69,0.66,0.59,0.62,0.62,0.47
b_1,1.06,1.1,0.75,0.98,1.0,1.5,0.81,0.68,0.76,0.82,0.7,0.64,0.78,0.58,0.66,0.65
a_1,1.21,1.44,1.36,1.16,0.67,1.0,0.9,0.77,0.77,0.68,0.99,0.73,0.75,0.79,0.72,0.72
h_1,1.29,1.85,1.6,1.45,1.28,1.09,1.0,0.78,1.03,0.8,0.89,0.73,0.9,0.77,0.8,0.99
d_0,1.12,1.41,2.1,1.18,1.54,1.35,1.23,1.0,1.07,0.76,0.92,0.92,0.98,0.75,0.95,0.89
g_1,1.5,1.4,1.52,1.78,1.36,1.29,0.96,0.9,1.0,0.93,0.99,1.08,0.77,0.8,0.86,0.83
c_0,1.79,1.56,2.09,1.14,1.24,1.35,1.25,1.35,1.06,1.0,1.33,0.9,0.92,0.91,0.83,0.85
b_0,1.52,1.44,2.08,1.48,1.45,1.09,1.11,1.09,0.99,0.73,1.0,0.9,0.89,1.33,0.96,0.9
f_0,1.41,1.88,1.65,1.51,1.5,1.37,1.4,1.07,0.91,1.15,1.07,1.0,0.99,0.96,1.45,0.76
h_0,1.53,2.16,1.64,1.71,1.27,1.26,1.12,1.0,1.33,1.06,1.1,1.05,1.0,0.98,0.94,1.0
a_0,1.71,1.68,1.78,1.72,1.76,1.33,1.25,1.31,1.2,1.05,0.76,1.01,0.97,1.0,1.0,0.97
e_0,1.71,2.36,1.89,1.68,1.53,1.32,1.25,1.1,1.18,1.18,1.04,0.71,1.1,0.93,1.0,0.96
g_0,1.61,1.76,1.71,2.22,1.52,1.39,1.02,1.11,1.2,1.18,1.12,1.28,0.98,1.04,1.05,1.0
