,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.36,0.9,0.87,0.93,0.75,0.63,0.77,0.65,0.59,0.56,,0.59,0.58,0.51,0.55
e_1,0.74,1.0,1.11,1.02,0.9,0.73,0.7,0.58,0.76,0.88,0.5,0.63,0.62,0.51,0.69,
d_1,1.11,0.9,1.0,0.79,0.94,0.84,0.71,0.69,0.89,,0.71,0.59,0.62,0.56,0.45,0.47
c_1,1.14,0.98,1.27,1.0,1.21,0.89,0.74,0.54,,0.55,0.58,0.77,0.52,,0.68,0.51
b_1,1.08,1.12,1.06,0.82,1.0,1.19,0.91,0.6,0.72,0.6,,0.63,0.63,0.62,0.58,0.62
a_1,1.34,1.36,1.19,1.12,0.84,1.0,0.8,0.75,0.64,0.56,0.82,0.74,0.97,,0.63,
h_1,1.6,1.44,1.41,1.35,1.1,1.25,1.0,0.98,1.02,0.86,1.06,0.77,,0.8,0.93,0.67
g_1,1.3,1.72,1.46,1.86,1.66,1.34,1.02,1.0,1.07,0.84,0.95,1.15,0.69,0.59,,
c_0,1.53,1.32,1.13,,1.39,1.56,0.98,0.93,1.0,1.31,1.28,1.16,0.9,0.75,0.97,0.64
d_0,1.68,1.14,,1.81,1.68,1.79,1.16,1.19,0.76,1.0,0.96,0.88,1.04,0.91,0.79,0.81
b_0,1.8,2.0,1.41,1.71,,1.21,0.95,1.05,0.78,1.04,1.0,0.79,0.79,1.53,1.04,0.94
f_0,,1.58,1.7,1.31,1.58,1.36,1.3,0.87,0.86,1.13,1.26,1.0,0.96,0.85,0.7,1.26
h_0,1.69,1.62,1.61,1.91,1.58,1.03,,1.45,1.11,0.96,1.27,1.04,,1.04,1.18,
a_0,1.72,1.97,1.79,,1.61,,1.25,1.69,1.33,1.1,0.66,1.17,0.96,1.0,0.98,
g_0,1.95,1.46,2.24,1.48,1.73,1.58,1.07,,1.03,1.26,0.96,1.42,0.85,1.02,,
e_0,1.8,,2.11,1.98,1.6,,1.48,,1.57,1.24,1.07,0.8,,,,1.0
