,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.49,0.74,0.64,0.86,0.68,0.55,0.95,1.37,0.88,0.71,0.96,0.9,1.07,0.8,0.96,0.6
f_1,1.15,1.5,0.73,0.65,0.63,0.56,0.77,0.85,0.77,0.68,0.82,0.56,0.72,0.7,0.75,0.44
d_1,0.82,0.82,1.56,0.61,0.59,0.6,0.92,0.58,1.43,0.8,0.9,0.93,1.0,0.68,0.83,0.77
c_1,0.73,0.83,0.8,1.58,1.12,0.5,0.88,0.77,0.47,0.7,0.62,0.8,0.78,0.77,0.83,0.74
b_1,0.78,0.91,0.81,0.6,1.63,1.09,0.86,0.94,0.99,0.75,0.57,0.69,0.98,0.56,0.79,0.75
a_1,0.83,0.94,0.82,0.91,0.59,1.76,1.0,1.03,0.84,0.92,0.91,0.82,0.97,0.57,1.0,0.8
h_1,0.98,1.31,0.94,0.96,0.91,0.75,1.72,1.19,1.0,1.26,1.13,1.09,1.12,0.81,1.43,0.93
d_0,0.93,1.05,0.85,1.66,0.99,0.77,1.15,1.6,0.95,0.97,1.15,1.16,1.27,0.9,1.19,0.95
c_0,1.13,1.17,0.9,0.94,0.76,0.9,1.37,1.35,1.65,0.96,2.02,1.3,1.39,1.19,1.24,0.95
g_1,1.1,0.91,1.36,1.02,0.84,0.66,1.09,1.22,1.34,1.91,1.21,1.68,1.08,0.97,0.76,1.08
b_0,0.99,1.21,1.2,1.15,0.78,0.68,1.27,1.15,0.96,1.11,1.72,1.13,1.32,1.71,1.24,1.11
f_0,0.78,0.84,1.16,1.14,1.27,0.98,1.26,1.26,1.27,1.04,1.21,1.72,1.47,1.1,1.07,1.88
h_0,0.99,1.54,1.12,1.14,0.89,0.86,0.92,1.28,1.22,1.36,1.39,0.96,1.03,0.91,1.51,1.04
a_0,1.17,1.13,1.23,1.12,1.24,0.64,1.43,1.43,1.2,1.1,1.11,1.13,1.51,1.79,1.08,0.97
g_0,0.8,0.99,1.63,1.08,1.21,0.85,1.08,1.14,1.26,0.94,1.33,1.76,1.28,1.16,1.11,1.42
e_0,0.78,1.52,0.99,1.17,1.18,1.11,1.31,1.42,1.28,1.06,1.15,1.11,1.45,1.1,1.09,1.83
