,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,104.79,10.54,13.48,17.5,21.57,87.68,2015.83,6164.91,2780.67,5155.74,5690.19,7882.46,19247.84,24065.05,,42336.92
f_1,18.35,108.72,17.61,20.78,26.31,92.52,1448.35,3945.48,3462.56,4794.79,6614.5,,14654.86,20802.99,27130.03,26115.83
d_1,10.87,11.83,135.33,10.68,22.03,63.1,1764.51,,3897.3,9164.12,6836.08,6514.18,17381.82,15409.88,28461.73,26893.99
c_1,9.98,9.31,18.76,136.57,33.54,71.98,1895.82,2756.01,3752.6,,5884.34,8538.12,21050.99,22082.78,19844.24,20438.14
b_1,10.05,8.64,15.43,10.81,196.16,104.66,1407.57,3144.09,2524.63,3774.26,,6856.82,13833.77,16191.58,19721.35,25738.67
a_1,5.37,6.33,10.2,8.46,13.33,489.1,1145.13,2340.87,1944.46,2847.53,4638.82,3478.29,11049.8,,,19222.38
h_1,5.93,8.97,5.91,6.48,11.02,25.16,3085.42,1674.17,1708.27,2058.44,3727.46,3511.91,,13345.89,10086.42,16708.11
d_0,4.54,5.54,,10.97,9.27,30.82,830.44,3954.03,1502.19,2619.36,3123.12,3558.14,8948.35,8259.11,12726.99,17059.21
g_1,4.31,3.98,6.51,5.4,10.52,26.92,699.71,1374.03,5390.01,1686.87,2071.24,4688.24,6975.98,8026.92,7740.11,
c_0,5.28,5.22,4.9,,10.79,25.26,751.59,1216.35,1456.22,5560.07,4187.1,3065.44,6314.82,8045.3,12833.19,11259.62
b_0,5.26,4.55,4.6,5.89,,18.29,587.09,1201.44,1261.34,1795.12,6624.22,2756.05,7461.02,15206.95,9944.65,13670.16
f_0,3.53,,7.12,5.77,7.59,23.38,638.23,1108.52,1127.43,2115.71,2643.04,7537.1,5318.24,8987.74,,10434.54
h_0,2.91,5.67,5.13,5.17,8.87,20.83,,1228.49,1582.57,2132.88,2260.21,3198.17,,5620.27,9863.28,13949.36
a_0,2.74,2.92,4.46,3.62,6.0,,450.66,1085.48,870.15,1541.37,1049.06,1598.63,5859.5,18178.71,,7079.95
e_0,,3.11,3.51,3.86,6.03,,654.87,786.14,948.05,1100.01,1314.46,,4236.07,,20259.62,7872.68
g_0,2.9,2.88,6.17,5.85,6.95,15.41,576.29,923.33,,1628.65,1779.09,3372.79,4009.82,5439.33,5773.3,
