,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.58,0.54,0.71,0.55,0.4,0.41,0.42,0.34,0.54,0.39,0.38,0.35,0.3,0.26,0.32
f_1,0.9,0.96,0.58,0.6,0.51,0.34,0.4,0.35,0.33,0.41,0.37,0.24,0.31,0.28,0.22,0.28
d_1,0.67,0.71,0.96,0.48,0.55,0.45,0.45,0.34,0.6,0.34,0.44,0.33,0.36,0.3,0.29,0.29
c_1,0.59,0.67,0.67,0.96,0.9,0.44,0.4,0.35,0.3,0.33,0.28,0.35,0.33,0.27,0.28,0.31
b_1,0.67,0.7,0.67,0.53,0.95,0.79,0.45,0.37,0.44,0.38,0.33,0.36,0.39,0.23,0.28,0.32
a_1,0.76,0.88,0.77,0.66,0.48,0.95,0.55,0.43,0.5,0.51,0.48,0.41,0.42,0.34,0.31,0.4
h_1,0.97,1.12,0.91,0.89,0.74,0.58,0.82,0.66,0.51,0.55,0.55,0.49,0.44,0.43,0.31,0.52
g_1,0.85,0.94,1.28,0.91,0.88,0.63,0.61,0.81,0.65,0.55,0.56,0.68,0.54,0.42,0.45,0.46
c_0,1.08,1.18,0.91,0.92,0.67,0.65,0.74,0.53,0.76,0.68,0.92,0.52,0.55,0.58,0.42,0.49
d_0,0.99,0.99,0.84,1.4,0.92,0.55,0.67,0.61,0.44,0.73,0.59,0.54,0.56,0.44,0.42,0.5
b_0,1.03,1.06,1.08,0.94,0.79,0.62,0.73,0.7,0.59,0.61,0.76,0.57,0.56,0.76,0.42,0.46
f_0,0.95,1.08,1.17,1.03,0.93,0.8,0.72,0.64,0.68,0.65,0.68,0.7,0.63,0.5,0.67,0.45
h_0,1.16,1.39,1.19,1.07,0.81,0.71,0.68,0.72,0.69,0.66,0.71,0.56,0.54,0.46,0.47,0.69
a_0,1.2,1.18,1.17,1.02,1.16,0.61,0.76,0.77,0.65,0.67,0.6,0.61,0.67,0.69,0.49,0.54
e_0,1.01,1.29,1.14,1.16,1.03,0.76,0.88,0.72,0.73,0.78,0.75,0.6,0.64,0.46,0.67,0.58
g_0,1.13,1.16,1.49,1.16,1.05,0.75,0.69,0.63,0.71,0.66,0.74,0.82,0.54,0.54,0.52,0.48
