,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.2,0.17,0.21,0.14,0.09,0.18,0.14,0.18,0.33,0.19,0.16,0.17,0.1,0.06,0.15
f_1,0.35,0.89,0.19,0.17,0.11,0.08,0.15,0.11,0.17,0.14,0.16,0.06,0.15,0.09,0.07,0.11
d_1,0.19,0.22,0.9,0.12,0.11,0.08,0.22,0.16,0.32,0.07,0.19,0.17,0.16,0.11,0.11,0.14
c_1,0.19,0.18,0.14,0.89,0.31,0.06,0.14,0.13,0.06,0.18,0.13,0.14,0.15,0.1,0.1,0.12
b_1,0.16,0.21,0.18,0.18,0.88,0.21,0.15,0.13,0.15,0.14,0.06,0.11,0.13,0.08,0.1,0.11
a_1,0.18,0.17,0.23,0.21,0.11,0.87,0.2,0.12,0.16,0.19,0.13,0.14,0.23,0.04,0.1,0.16
h_1,0.23,0.33,0.26,0.21,0.16,0.1,0.56,0.21,0.2,0.16,0.19,0.14,0.1,0.14,0.12,0.25
g_1,0.17,0.18,0.43,0.16,0.15,0.11,0.22,0.56,0.22,0.14,0.15,0.28,0.21,0.12,0.13,0.09
c_0,0.26,0.26,0.28,0.12,0.12,0.12,0.22,0.17,0.43,0.2,0.36,0.19,0.23,0.16,0.14,0.19
d_0,0.23,0.22,0.09,0.44,0.19,0.1,0.2,0.16,0.17,0.44,0.18,0.19,0.18,0.15,0.14,0.17
b_0,0.26,0.27,0.25,0.2,0.08,0.09,0.22,0.16,0.2,0.24,0.43,0.2,0.25,0.3,0.17,0.17
f_0,0.16,0.16,0.28,0.26,0.15,0.11,0.23,0.2,0.23,0.26,0.23,0.43,0.25,0.16,0.3,0.15
h_0,0.22,0.37,0.26,0.18,0.14,0.1,0.12,0.21,0.22,0.23,0.16,0.19,0.14,0.14,0.13,0.25
a_0,0.26,0.21,0.31,0.21,0.17,0.06,0.21,0.16,0.24,0.17,0.18,0.15,0.23,0.35,0.1,0.18
e_0,0.13,0.23,0.26,0.26,0.19,0.1,0.22,0.2,0.2,0.22,0.25,0.21,0.23,0.16,0.38,0.19
g_0,0.24,0.23,0.37,0.19,0.17,0.11,0.24,0.1,0.22,0.18,0.22,0.28,0.18,0.15,0.13,0.11
