,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.95,1.09,0.95,0.63,0.48,0.53,0.39,0.55,0.43,0.42,0.32,0.36,0.29,0.3
f_1,1.33,1.0,0.93,0.99,0.79,0.6,0.44,0.38,0.35,0.4,0.41,0.31,0.27,0.34,0.3,0.37
d_1,1.05,1.08,1.0,0.79,0.9,0.89,0.5,0.38,0.58,0.53,0.43,0.35,0.38,0.34,0.35,0.24
c_1,0.92,1.01,1.27,1.0,1.38,0.8,0.5,0.41,0.4,0.36,0.37,0.43,0.35,0.41,0.32,0.35
b_1,1.06,1.26,1.11,0.72,1.0,1.23,0.69,0.54,0.54,0.48,0.41,0.46,0.46,0.23,0.35,0.37
a_1,1.6,1.68,1.12,1.25,0.81,1.0,0.71,0.6,0.58,0.62,0.57,0.39,0.48,,0.48,0.54
h_1,2.09,2.31,1.96,2.0,1.51,1.42,1.0,1.15,0.92,0.8,0.82,0.66,0.5,0.69,0.54,0.75
g_1,1.87,2.55,2.57,2.35,1.92,1.57,0.86,1.0,0.96,0.97,0.83,0.9,0.7,0.65,0.71,0.56
c_0,2.56,2.88,1.7,2.52,1.86,1.79,1.08,1.03,1.0,1.07,1.37,0.91,0.75,0.91,0.82,0.73
d_0,1.83,2.48,1.97,2.77,2.19,1.69,1.26,1.02,0.99,1.0,1.11,1.03,0.93,0.72,0.66,0.72
b_0,2.28,2.45,2.48,2.58,2.29,1.66,1.25,1.22,0.76,0.9,1.0,0.85,0.8,1.14,0.7,0.71
f_0,2.24,3.23,2.78,2.52,2.15,2.48,1.55,1.12,1.11,1.03,1.13,1.0,1.01,0.75,1.1,0.57
h_0,2.96,3.78,2.81,2.9,2.13,1.94,1.87,1.45,1.27,1.15,1.28,0.96,1.0,0.77,1.02,1.15
a_0,2.67,2.93,2.78,2.46,4.29,,1.45,1.62,1.13,1.33,0.88,1.43,1.35,1.0,0.92,0.82
e_0,3.46,3.51,2.8,3.1,2.73,2.22,1.76,1.39,1.27,1.5,1.43,0.91,1.04,1.01,1.0,1.21
g_0,3.02,2.76,4.19,3.05,2.65,1.97,1.4,1.64,1.47,1.36,1.44,1.78,0.86,1.12,0.83,1.0
