,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.79,0.97,1.07,0.9,0.8,0.74,0.71,0.61,0.9,0.67,0.73,0.63,0.63,0.59,0.61
f_1,1.26,1.0,0.92,1.01,0.91,0.76,0.58,0.65,0.57,0.62,0.59,0.53,0.56,0.46,0.38,0.51
d_1,1.03,1.08,1.0,0.81,0.9,0.9,0.75,0.61,0.85,0.64,0.69,0.62,0.54,0.57,0.62,0.49
c_1,0.93,0.99,1.24,1.0,1.44,0.81,0.73,0.65,0.47,0.47,0.63,0.59,0.57,0.57,0.58,0.6
b_1,1.1,1.1,1.1,0.69,1.0,1.39,0.88,0.81,0.68,0.69,0.55,0.66,0.55,0.67,0.66,0.57
a_1,1.25,1.29,1.13,1.24,0.74,1.0,0.94,0.91,0.98,0.86,0.86,0.78,0.84,0.86,0.6,0.8
h_1,1.3,1.72,1.37,1.37,1.07,1.1,1.0,1.21,0.92,0.91,0.79,0.8,0.83,0.73,0.76,0.78
g_1,1.42,1.46,1.72,1.59,1.25,1.11,0.84,1.0,0.93,0.94,0.82,1.1,0.76,0.79,1.02,0.74
c_0,1.57,1.85,1.18,2.0,1.43,0.98,1.08,1.09,1.0,1.2,1.41,1.02,0.9,0.95,0.98,0.81
d_0,1.12,1.49,1.52,2.23,1.46,1.14,1.09,1.08,0.87,1.0,1.1,1.0,0.93,0.97,0.92,0.99
b_0,1.43,1.72,1.57,1.67,1.6,1.02,1.32,1.19,0.74,0.88,1.0,0.83,1.4,1.05,0.93,0.85
f_0,1.32,1.87,1.65,1.63,1.52,1.27,1.18,0.95,1.0,1.04,1.19,1.0,1.02,1.17,1.79,0.77
a_0,1.6,1.84,1.7,1.71,1.96,1.31,1.27,1.31,1.1,1.07,0.69,1.01,1.0,0.99,0.99,0.72
h_0,1.55,2.24,1.78,1.8,1.54,1.11,1.41,1.28,1.07,1.04,0.92,0.84,0.95,1.0,0.98,1.02
e_0,1.52,2.67,1.57,1.7,1.6,1.81,1.38,0.97,1.09,1.18,1.05,0.62,1.0,1.01,1.0,1.13
g_0,1.7,1.8,2.12,1.67,1.82,1.28,1.25,1.35,1.19,0.96,1.14,1.31,1.31,1.0,0.83,1.0
