,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.28,0.97,0.55,0.52,0.42,0.41,1.1,0.75,1.08,1.02,1.0,0.39,1.49,0.99,0.63,1.27
e_1,0.68,2.33,0.53,0.69,0.4,0.42,1.13,0.97,2.18,1.27,1.24,1.17,1.29,0.92,0.61,1.15
d_1,0.64,0.57,2.37,0.41,0.48,0.4,1.21,0.88,0.61,2.34,1.34,1.32,1.6,0.95,1.22,1.55
c_1,0.5,0.52,0.57,2.5,1.09,0.43,0.86,0.79,1.11,0.53,0.95,1.07,1.25,0.87,0.87,1.34
b_1,0.56,0.49,0.53,0.59,2.64,0.9,0.97,0.8,1.24,1.29,0.57,1.24,1.5,0.67,1.07,1.23
a_1,0.67,0.62,0.64,0.52,0.45,3.02,1.12,1.27,0.98,1.14,1.03,0.91,1.51,0.63,0.93,1.22
h_1,1.04,0.63,0.69,0.71,0.53,0.43,2.99,1.52,1.4,1.44,1.47,1.39,1.16,1.06,1.41,2.25
g_1,0.59,0.71,1.0,0.66,0.59,0.41,1.35,3.35,1.3,1.39,1.58,2.22,1.4,1.33,1.28,1.4
d_0,0.72,0.72,0.45,1.41,0.6,0.49,1.1,1.17,2.71,0.95,1.22,1.2,1.82,1.04,1.25,1.46
c_0,0.76,0.69,0.78,0.52,0.5,0.47,1.48,1.17,1.56,2.49,2.74,1.39,2.17,1.38,1.53,2.0
b_0,0.84,0.66,0.8,0.66,0.48,0.34,1.41,1.34,1.43,1.41,2.91,1.43,1.93,2.51,1.45,1.67
f_0,0.57,0.54,0.82,0.72,0.66,0.64,1.23,1.2,1.54,1.84,1.24,2.97,1.79,1.32,2.58,1.87
h_0,1.0,0.64,0.83,0.67,0.58,0.5,0.9,1.33,1.27,1.48,1.51,1.26,1.18,1.44,1.05,2.51
a_0,0.64,0.71,0.81,0.71,0.75,0.25,1.42,1.48,1.5,1.72,1.54,1.64,1.9,3.07,1.55,1.71
e_0,0.72,0.38,0.8,0.83,0.69,0.57,1.34,1.25,1.42,1.65,1.73,1.44,2.5,1.2,3.04,2.04
g_0,0.61,0.62,1.25,0.69,0.62,0.51,1.16,0.68,1.25,1.64,1.34,1.92,1.76,1.33,1.34,1.04
